 Total battles: 737681
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 37   | Swampert           |  4.79062% | 70679  |  4.791% | 58810  |  5.026% | 
 | 38   | Gallade            |  4.45199% | 65683  |  4.452% | 51090  |  4.366% | 
 | 39   | Mew                |  4.41797% | 65181  |  4.418% | 54489  |  4.656% | 
 | 40   | Zapdos             |  4.13688% | 61034  |  4.137% | 49343  |  4.217% | 
 | 41   | Lopunny            |  4.07046% | 60054  |  4.070% | 51284  |  4.383% | 
 | 42   | Beedrill           |  3.99753% | 58978  |  3.998% | 47564  |  4.065% | 
 | 43   | Volcarona          |  3.99739% | 58976  |  3.997% | 44410  |  3.795% | 
 | 44   | Togekiss           |  3.97136% | 58592  |  3.971% | 45076  |  3.852% | 
 | 45   | Manectric          |  3.89159% | 57415  |  3.892% | 46895  |  4.008% | 
 | 46   | Weavile            |  3.69977% | 54585  |  3.700% | 42925  |  3.668% | 
 | 47   | Espeon             |  3.68533% | 54372  |  3.685% | 41675  |  3.561% | 
 | 48   | Mandibuzz          |  3.50958% | 51779  |  3.510% | 41053  |  3.508% | 
 | 49   | Terrakion          |  3.32034% | 48987  |  3.320% | 37754  |  3.226% | 
 | 50   | Heracross          |  3.23575% | 47739  |  3.236% | 36486  |  3.118% | 
 | 51   | Infernape          |  3.11097% | 45898  |  3.111% | 37528  |  3.207% | 
 | 52   | Alakazam           |  3.10602% | 45825  |  3.106% | 34010  |  2.906% | 
 | 53   | Medicham           |  3.03004% | 44704  |  3.030% | 36242  |  3.097% | 
 | 54   | Kyurem-Black       |  2.88946% | 42630  |  2.889% | 31453  |  2.688% | 
 | 55   | Politoed           |  2.86235% | 42230  |  2.862% | 39161  |  3.347% | 
 | 56   | Cloyster           |  2.76495% | 40793  |  2.765% | 31496  |  2.692% | 
 | 57   | Scolipede          |  2.74211% | 40456  |  2.742% | 34829  |  2.976% | 
 | 58   | Pinsir             |  2.63122% | 38820  |  2.631% | 28902  |  2.470% | 
 | 59   | Blissey            |  2.57591% | 38004  |  2.576% | 28373  |  2.425% | 
 | 60   | Arcanine           |  2.54432% | 37538  |  2.544% | 30721  |  2.625% | 
 | 61   | Landorus           |  2.52772% | 37293  |  2.528% | 28844  |  2.465% | 
 | 62   | Umbreon            |  2.49085% | 36749  |  2.491% | 28540  |  2.439% | 
 | 63   | Goodra             |  2.48786% | 36705  |  2.488% | 28391  |  2.426% | 
 | 64   | Altaria            |  2.48427% | 36652  |  2.484% | 28937  |  2.473% | 
 | 65   | Tentacruel         |  2.46631% | 36387  |  2.466% | 29432  |  2.515% | 
 | 66   | Diancie            |  2.38328% | 35162  |  2.383% | 28778  |  2.459% | 
 | 67   | Klefki             |  2.28744% | 33748  |  2.287% | 29494  |  2.520% | 
 | 68   | Chandelure         |  2.26060% | 33352  |  2.261% | 26406  |  2.257% | 
 | 69   | Smeargle           |  2.25572% | 33280  |  2.256% | 30122  |  2.574% | 
 | 70   | Galvantula         |  2.25423% | 33258  |  2.254% | 29501  |  2.521% | 
 | 71   | Gothitelle         |  2.21647% | 32701  |  2.216% | 24866  |  2.125% | 
 | 72   | Forretress         |  2.15452% | 31787  |  2.155% | 27924  |  2.386% | 
 | 73   | Staraptor          |  2.13622% | 31517  |  2.136% | 24344  |  2.080% | 
 | 74   | Sharpedo           |  2.11826% | 31252  |  2.118% | 23919  |  2.044% | 
 | 75   | Starmie            |  2.09454% | 30902  |  2.095% | 23370  |  1.997% | 
 | 76   | Milotic            |  2.05773% | 30359  |  2.058% | 24134  |  2.062% | 
 | 77   | Jolteon            |  2.00812% | 29627  |  2.008% | 23425  |  2.002% | 
 | 78   | Crawdaunt          |  1.95301% | 28814  |  1.953% | 22359  |  1.911% | 
 | 79   | Blastoise          |  1.91953% | 28320  |  1.920% | 22986  |  1.964% | 
 | 80   | Victini            |  1.91763% | 28292  |  1.918% | 22646  |  1.935% | 
 | 81   | Porygon2           |  1.91750% | 28290  |  1.917% | 22676  |  1.938% | 
 | 82   | Hydreigon          |  1.90143% | 28053  |  1.901% | 21541  |  1.841% | 
 | 83   | Donphan            |  1.84341% | 27197  |  1.843% | 23127  |  1.976% | 
 | 84   | Jirachi            |  1.81522% | 26781  |  1.815% | 20946  |  1.790% | 
 | 85   | Chesnaught         |  1.79142% | 26430  |  1.791% | 21229  |  1.814% | 
 | 86   | Darmanitan         |  1.73273% | 25564  |  1.733% | 20462  |  1.749% | 
 | 87   | Lucario            |  1.72744% | 25486  |  1.727% | 19430  |  1.660% | 
 | 88   | Crobat             |  1.70514% | 25157  |  1.705% | 20019  |  1.711% | 
 | 89   | Snorlax            |  1.69877% | 25063  |  1.699% | 19416  |  1.659% | 
 | 90   | Pidgeot            |  1.69674% | 25033  |  1.697% | 20123  |  1.720% | 
 | 91   | Vaporeon           |  1.67884% | 24769  |  1.679% | 19869  |  1.698% | 
 | 92   | Kingdra            |  1.67369% | 24693  |  1.674% | 18726  |  1.600% | 
 | 93   | Aggron             |  1.60578% | 23691  |  1.606% | 19166  |  1.638% | 
 | 94   | Diggersby          |  1.58680% | 23411  |  1.587% | 18068  |  1.544% | 
 | 95   | Empoleon           |  1.57202% | 23193  |  1.572% | 19606  |  1.675% | 
 | 96   | Thundurus-Therian  |  1.43910% | 21232  |  1.439% | 16945  |  1.448% | 
 | 97   | Hawlucha           |  1.39871% | 20636  |  1.399% | 15604  |  1.333% | 
 | 98   | Whimsicott         |  1.37071% | 20223  |  1.371% | 16083  |  1.374% | 
 | 99   | Machamp            |  1.35411% | 19978  |  1.354% | 16286  |  1.392% | 
 | 100  | Ditto              |  1.34320% | 19817  |  1.343% | 15055  |  1.287% | 
 | 101  | Aerodactyl         |  1.34225% | 19803  |  1.342% | 16137  |  1.379% | 
 | 102  | Nidoking           |  1.31541% | 19407  |  1.315% | 14934  |  1.276% | 
 | 103  | Noivern            |  1.28328% | 18933  |  1.283% | 14748  |  1.260% | 
 | 104  | Quagsire           |  1.28260% | 18923  |  1.283% | 14844  |  1.269% | 
 | 105  | Celebi             |  1.27806% | 18856  |  1.278% | 15195  |  1.299% | 
 | 106  | Haxorus            |  1.25915% | 18577  |  1.259% | 13464  |  1.151% | 
 | 107  | Florges            |  1.24485% | 18366  |  1.245% | 13576  |  1.160% | 
 | 108  | Trevenant          |  1.24478% | 18365  |  1.245% | 14154  |  1.210% | 
 | 109  | Shuckle            |  1.23929% | 18284  |  1.239% | 15785  |  1.349% | 
 | 110  | Ninetales          |  1.21984% | 17997  |  1.220% | 15475  |  1.322% | 
 | 111  | Azelf              |  1.20899% | 17837  |  1.209% | 16160  |  1.381% | 
 | 112  | Raikou             |  1.20045% | 17711  |  1.200% | 14345  |  1.226% | 
 | 113  | Porygon-Z          |  1.18161% | 17433  |  1.182% | 13302  |  1.137% | 
 | 114  | Electivire         |  1.17985% | 17407  |  1.180% | 13569  |  1.160% | 
 | 115  | Ninjask            |  1.13830% | 16794  |  1.138% | 14743  |  1.260% | 
 | 116  | Rotom-Heat         |  1.08407% | 15994  |  1.084% | 13640  |  1.166% | 
 | 117  | Amoonguss          |  1.08279% | 15975  |  1.083% | 12649  |  1.081% | 
 | 118  | Roserade           |  1.06740% | 15748  |  1.067% | 12119  |  1.036% | 
 | 119  | Absol              |  1.05696% | 15594  |  1.057% | 12237  |  1.046% | 
 | 120  | Cofagrigus         |  1.05445% | 15557  |  1.054% | 12856  |  1.099% | 
 | 121  | Hippowdon          |  1.04462% | 15412  |  1.045% | 13198  |  1.128% | 
 | 122  | Tornadus-Therian   |  1.02639% | 15143  |  1.026% | 12058  |  1.030% | 
 | 123  | Dugtrio            |  1.00646% | 14849  |  1.006% | 11341  |  0.969% | 
 | 124  | Steelix            |  1.00348% | 14805  |  1.003% | 12215  |  1.044% | 
 | 125  | Scrafty            |  0.98315% | 14505  |  0.983% | 11230  |  0.960% | 
 | 126  | Manaphy            |  0.95353% | 14068  |  0.954% | 11002  |  0.940% | 
 | 127  | Suicune            |  0.94838% | 13992  |  0.948% | 11119  |  0.950% | 
 | 128  | Ampharos           |  0.92052% | 13581  |  0.921% | 10619  |  0.907% | 
 | 129  | Ambipom            |  0.90771% | 13392  |  0.908% | 11292  |  0.965% | 
 | 130  | Mienshao           |  0.90452% | 13345  |  0.905% | 10704  |  0.915% | 
 | 131  | Ludicolo           |  0.90222% | 13311  |  0.902% | 10522  |  0.899% | 
 | 132  | Flygon             |  0.89503% | 13205  |  0.895% | 10497  |  0.897% | 
 | 133  | Camerupt           |  0.86345% | 12739  |  0.863% | 10517  |  0.899% | 
 | 134  | Honchkrow          |  0.86020% | 12691  |  0.860% | 9552   |  0.816% | 
 | 135  | Rhyperior          |  0.85572% | 12625  |  0.856% | 10066  |  0.860% | 
 | 136  | Zoroark            |  0.82915% | 12233  |  0.829% | 6047   |  0.517% | 
 | 137  | Wobbuffet          |  0.82021% | 12101  |  0.820% | 10006  |  0.855% | 
 | 138  | Toxicroak          |  0.80312% | 11849  |  0.803% | 9117   |  0.779% | 
 | 139  | Gastrodon          |  0.78001% | 11508  |  0.780% | 9297   |  0.794% | 
 | 140  | Reuniclus          |  0.74849% | 11043  |  0.748% | 8409   |  0.719% | 
 | 141  | Cresselia          |  0.73636% | 10864  |  0.736% | 8459   |  0.723% | 
 | 142  | Jellicent          |  0.73263% | 10809  |  0.733% | 8671   |  0.741% | 
 | 143  | Krookodile         |  0.73141% | 10791  |  0.731% | 8552   |  0.731% | 
 | 144  | Weezing            |  0.72260% | 10661  |  0.723% | 8827   |  0.754% | 
 | 145  | Glalie             |  0.71332% | 10524  |  0.713% | 8332   |  0.712% | 
 | 146  | Froslass           |  0.69800% | 10298  |  0.698% | 8762   |  0.749% | 
 | 147  | Kabutops           |  0.69081% | 10192  |  0.691% | 7454   |  0.637% | 
 | 148  | Entei              |  0.68878% | 10162  |  0.689% | 8177   |  0.699% | 
 | 149  | Houndoom           |  0.66811% | 9857   |  0.668% | 7502   |  0.641% | 
 | 150  | Dusclops           |  0.65333% | 9639   |  0.653% | 7813   |  0.668% | 
 | 151  | Drapion            |  0.64832% | 9565   |  0.648% | 7693   |  0.657% | 
 | 152  | Eelektross         |  0.57796% | 8527   |  0.578% | 6995   |  0.598% | 
 | 153  | Typhlosion         |  0.57742% | 8519   |  0.577% | 6620   |  0.566% | 
 | 154  | Exploud            |  0.57491% | 8482   |  0.575% | 6592   |  0.563% | 
 | 155  | Malamar            |  0.57294% | 8453   |  0.573% | 6634   |  0.567% | 
 | 156  | Swellow            |  0.57179% | 8436   |  0.572% | 6389   |  0.546% | 
 | 157  | Cinccino           |  0.56291% | 8305   |  0.563% | 6276   |  0.536% | 
 | 158  | Sigilyph           |  0.56278% | 8303   |  0.563% | 6229   |  0.532% | 
 | 159  | Dragalge           |  0.55505% | 8189   |  0.555% | 6437   |  0.550% | 
 | 160  | Lapras             |  0.55125% | 8133   |  0.551% | 6233   |  0.533% | 
 | 161  | Slurpuff           |  0.53763% | 7932   |  0.538% | 5847   |  0.500% | 
 | 162  | Hitmonlee          |  0.53092% | 7833   |  0.531% | 6089   |  0.520% | 
 | 163  | Venomoth           |  0.52868% | 7800   |  0.529% | 6373   |  0.545% | 
 | 164  | Alomomola          |  0.51364% | 7578   |  0.514% | 6094   |  0.521% | 
 | 165  | Bronzong           |  0.50598% | 7465   |  0.506% | 6367   |  0.544% | 
 | 166  | Heliolisk          |  0.49229% | 7263   |  0.492% | 5502   |  0.470% | 
 | 167  | Pikachu            |  0.48171% | 7107   |  0.482% | 5614   |  0.480% | 
 | 168  | Shedinja           |  0.47466% | 7003   |  0.475% | 5119   |  0.437% | 
 | 169  | Delphox            |  0.46870% | 6915   |  0.469% | 5364   |  0.458% | 
 | 170  | Slowking           |  0.46721% | 6893   |  0.467% | 5468   |  0.467% | 
 | 171  | Tangrowth          |  0.46104% | 6802   |  0.461% | 5392   |  0.461% | 
 | 172  | Banette            |  0.43677% | 6444   |  0.437% | 5199   |  0.444% | 
 | 173  | Raichu             |  0.43583% | 6430   |  0.436% | 5143   |  0.440% | 
 | 174  | Clawitzer          |  0.42484% | 6268   |  0.425% | 4908   |  0.419% | 
 | 175  | Dusknoir           |  0.42464% | 6265   |  0.425% | 5054   |  0.432% | 
 | 176  | Hitmontop          |  0.42342% | 6247   |  0.423% | 5085   |  0.435% | 
 | 177  | Lanturn            |  0.42295% | 6240   |  0.423% | 5105   |  0.436% | 
 | 178  | Slaking            |  0.42030% | 6201   |  0.420% | 4858   |  0.415% | 
 | 179  | Yanmega            |  0.41603% | 6138   |  0.416% | 4625   |  0.395% | 
 | 180  | Feraligatr         |  0.41515% | 6125   |  0.415% | 4797   |  0.410% | 
 | 181  | Torterra           |  0.40410% | 5962   |  0.404% | 4682   |  0.400% | 
 | 182  | Cradily            |  0.38336% | 5656   |  0.383% | 4429   |  0.378% | 
 | 183  | Meloetta           |  0.38282% | 5648   |  0.383% | 4221   |  0.361% | 
 | 184  | Durant             |  0.37713% | 5564   |  0.377% | 4499   |  0.384% | 
 | 185  | Vivillon           |  0.37421% | 5521   |  0.374% | 4146   |  0.354% | 
 | 186  | Avalugg            |  0.37116% | 5476   |  0.371% | 4254   |  0.364% | 
 | 187  | Luxray             |  0.36303% | 5356   |  0.363% | 4209   |  0.360% | 
 | 188  | Abomasnow          |  0.35774% | 5278   |  0.358% | 4309   |  0.368% | 
 | 189  | Xatu               |  0.34751% | 5127   |  0.348% | 4118   |  0.352% | 
 | 190  | Doublade           |  0.34602% | 5105   |  0.346% | 4041   |  0.345% | 
 | 191  | Mismagius          |  0.33924% | 5005   |  0.339% | 3912   |  0.334% | 
 | 192  | Audino             |  0.33863% | 4996   |  0.339% | 3955   |  0.338% | 
 | 193  | Magneton           |  0.33802% | 4987   |  0.338% | 4070   |  0.348% | 
 | 194  | Tyrantrum          |  0.33714% | 4974   |  0.337% | 3750   |  0.320% | 
 | 195  | Shaymin            |  0.33680% | 4969   |  0.337% | 3838   |  0.328% | 
 | 196  | Spiritomb          |  0.32663% | 4819   |  0.327% | 3866   |  0.330% | 
 | 197  | Magmortar          |  0.32067% | 4731   |  0.321% | 3641   |  0.311% | 
 | 198  | Torkoal            |  0.31911% | 4708   |  0.319% | 3972   |  0.339% | 
 | 199  | Leafeon            |  0.31043% | 4580   |  0.310% | 3540   |  0.303% | 
 | 200  | Miltank            |  0.30921% | 4562   |  0.309% | 3498   |  0.299% | 
 | 201  | Flareon            |  0.30894% | 4558   |  0.309% | 3598   |  0.307% | 
 | 202  | Golurk             |  0.29606% | 4368   |  0.296% | 3430   |  0.293% | 
 | 203  | Golem              |  0.28041% | 4137   |  0.280% | 3462   |  0.296% | 
 | 204  | Muk                |  0.28013% | 4133   |  0.280% | 3231   |  0.276% | 
 | 205  | Gourgeist-Super    |  0.27756% | 4095   |  0.278% | 3339   |  0.285% | 
 | 206  | Zangoose           |  0.27681% | 4084   |  0.277% | 3065   |  0.262% | 
 | 207  | Braviary           |  0.27498% | 4057   |  0.275% | 3175   |  0.271% | 
 | 208  | Meowstic           |  0.27410% | 4044   |  0.274% | 3448   |  0.295% | 
 | 209  | Claydol            |  0.27376% | 4039   |  0.274% | 3370   |  0.288% | 
 | 210  | Zygarde            |  0.27153% | 4006   |  0.272% | 3059   |  0.261% | 
 | 211  | Omastar            |  0.27031% | 3988   |  0.270% | 3066   |  0.262% | 
 | 212  | Shiftry            |  0.26638% | 3930   |  0.266% | 3096   |  0.265% | 
 | 213  | Kecleon            |  0.26414% | 3897   |  0.264% | 3220   |  0.275% | 
 | 214  | Regirock           |  0.26265% | 3875   |  0.263% | 3091   |  0.264% | 
 | 215  | Hariyama           |  0.26231% | 3870   |  0.262% | 3234   |  0.276% | 
 | 216  | Registeel          |  0.26197% | 3865   |  0.262% | 3284   |  0.281% | 
 | 217  | Armaldo            |  0.26190% | 3864   |  0.262% | 3031   |  0.259% | 
 | 218  | Hitmonchan         |  0.26082% | 3848   |  0.261% | 3069   |  0.262% | 
 | 219  | Glaceon            |  0.26075% | 3847   |  0.261% | 2879   |  0.246% | 
 | 220  | Serperior          |  0.25939% | 3827   |  0.259% | 2992   |  0.256% | 
 | 221  | Mawile             |  0.25072% | 3699   |  0.251% | 2915   |  0.249% | 
 | 222  | Nidoqueen          |  0.24909% | 3675   |  0.249% | 3113   |  0.266% | 
 | 223  | Lilligant          |  0.24713% | 3646   |  0.247% | 2681   |  0.229% | 
 | 224  | Cobalion           |  0.24238% | 3576   |  0.242% | 2909   |  0.249% | 
 | 225  | Ursaring           |  0.23974% | 3537   |  0.240% | 2749   |  0.235% | 
 | 226  | Pyroar             |  0.23892% | 3525   |  0.239% | 2659   |  0.227% | 
 | 227  | Pangoro            |  0.23757% | 3505   |  0.238% | 2690   |  0.230% | 
 | 228  | Marowak            |  0.23703% | 3497   |  0.237% | 2748   |  0.235% | 
 | 229  | Rotom-Mow          |  0.23682% | 3494   |  0.237% | 2772   |  0.237% | 
 | 230  | Archeops           |  0.22862% | 3373   |  0.229% | 2588   |  0.221% | 
 | 231  | Liepard            |  0.22835% | 3369   |  0.228% | 2790   |  0.238% | 
 | 232  | Exeggutor          |  0.22822% | 3367   |  0.228% | 2552   |  0.218% | 
 | 233  | Escavalier         |  0.22042% | 3252   |  0.220% | 2550   |  0.218% | 
 | 234  | Barbaracle         |  0.21988% | 3244   |  0.220% | 2412   |  0.206% | 
 | 235  | Linoone            |  0.21825% | 3220   |  0.218% | 2552   |  0.218% | 
 | 236  | Accelgor           |  0.21493% | 3171   |  0.215% | 2487   |  0.213% | 
 | 237  | Seismitoad         |  0.20768% | 3064   |  0.208% | 2629   |  0.225% | 
 | 238  | Gorebyss           |  0.20531% | 3029   |  0.205% | 2611   |  0.223% | 
 | 239  | Chatot             |  0.20476% | 3021   |  0.205% | 2310   |  0.197% | 
 | 240  | Cacturne           |  0.20300% | 2995   |  0.203% | 2364   |  0.202% | 
 | 241  | Uxie               |  0.19236% | 2838   |  0.192% | 2513   |  0.215% | 
 | 242  | Volbeat            |  0.19053% | 2811   |  0.191% | 2513   |  0.215% | 
 | 243  | Drifblim           |  0.18890% | 2787   |  0.189% | 2246   |  0.192% | 
 | 244  | Floatzel           |  0.18816% | 2776   |  0.188% | 2053   |  0.175% | 
 | 245  | Carracosta         |  0.18809% | 2775   |  0.188% | 2124   |  0.182% | 
 | 246  | Meganium           |  0.18443% | 2721   |  0.184% | 2133   |  0.182% | 
 | 247  | Crustle            |  0.18375% | 2711   |  0.184% | 2167   |  0.185% | 
 | 248  | Scyther            |  0.18294% | 2699   |  0.183% | 2051   |  0.175% | 
 | 249  | Mightyena          |  0.18212% | 2687   |  0.182% | 2103   |  0.180% | 
 | 250  | Tauros             |  0.18070% | 2666   |  0.181% | 2035   |  0.174% | 
 | 251  | Electrode          |  0.18016% | 2658   |  0.180% | 2210   |  0.189% | 
 | 252  | Poliwrath          |  0.17907% | 2642   |  0.179% | 2062   |  0.176% | 
 | 253  | Emboar             |  0.17528% | 2586   |  0.175% | 1997   |  0.171% | 
 | 254  | Rampardos          |  0.17358% | 2561   |  0.174% | 1874   |  0.160% | 
 | 255  | Tornadus           |  0.16945% | 2500   |  0.169% | 1938   |  0.166% | 
 | 256  | Walrein            |  0.16593% | 2448   |  0.166% | 1949   |  0.167% | 
 | 257  | Articuno           |  0.16437% | 2425   |  0.164% | 1868   |  0.160% | 
 | 258  | Primeape           |  0.16172% | 2386   |  0.162% | 1846   |  0.158% | 
 | 259  | Tropius            |  0.16016% | 2363   |  0.160% | 1764   |  0.151% | 
 | 260  | Samurott           |  0.15915% | 2348   |  0.159% | 1876   |  0.160% | 
 | 261  | Aron               |  0.15827% | 2335   |  0.158% | 1929   |  0.165% | 
 | 262  | Gigalith           |  0.15678% | 2313   |  0.157% | 2010   |  0.172% | 
 | 263  | Regice             |  0.15610% | 2303   |  0.156% | 1761   |  0.150% | 
 | 264  | Granbull           |  0.15434% | 2277   |  0.154% | 1849   |  0.158% | 
 | 265  | Aurorus            |  0.15372% | 2268   |  0.154% | 1701   |  0.145% | 
 | 266  | Druddigon          |  0.15352% | 2265   |  0.154% | 1864   |  0.159% | 
 | 267  | Aromatisse         |  0.15040% | 2219   |  0.150% | 1701   |  0.145% | 
 | 268  | Vileplume          |  0.14898% | 2198   |  0.149% | 1755   |  0.150% | 
 | 269  | Rapidash           |  0.14478% | 2136   |  0.145% | 1677   |  0.143% | 
 | 270  | Bouffalant         |  0.14119% | 2083   |  0.141% | 1575   |  0.135% | 
 | 271  | Probopass          |  0.14030% | 2070   |  0.140% | 1750   |  0.150% | 
 | 272  | Stoutland          |  0.13990% | 2064   |  0.140% | 1598   |  0.137% | 
 | 273  | Bastiodon          |  0.13854% | 2044   |  0.139% | 1757   |  0.150% | 
 | 274  | Sawk               |  0.13475% | 1988   |  0.135% | 1507   |  0.129% | 
 | 275  | Klinklang          |  0.13393% | 1976   |  0.134% | 1486   |  0.127% | 
 | 276  | Furfrou            |  0.13265% | 1957   |  0.133% | 1480   |  0.126% | 
 | 277  | Kyurem             |  0.12973% | 1914   |  0.130% | 1427   |  0.122% | 
 | 278  | Moltres            |  0.12878% | 1900   |  0.129% | 1478   |  0.126% | 
 | 279  | Dedenne            |  0.12871% | 1899   |  0.129% | 1552   |  0.133% | 
 | 280  | Virizion           |  0.12627% | 1863   |  0.126% | 1432   |  0.122% | 
 | 281  | Swoobat            |  0.12533% | 1849   |  0.125% | 1410   |  0.120% | 
 | 282  | Sandslash          |  0.12526% | 1848   |  0.125% | 1476   |  0.126% | 
 | 283  | Pikachu-Belle      |  0.12377% | 1826   |  0.124% | 1367   |  0.117% | 
 | 284  | Kingler            |  0.12234% | 1805   |  0.122% | 1446   |  0.124% | 
 | 285  | Sawsbuck           |  0.12160% | 1794   |  0.122% | 1382   |  0.118% | 
 | 286  | Mr. Mime           |  0.12133% | 1790   |  0.121% | 1400   |  0.120% | 
 | 287  | Murkrow            |  0.11997% | 1770   |  0.120% | 1364   |  0.117% | 
 | 288  | Lickilicky         |  0.11963% | 1765   |  0.120% | 1400   |  0.120% | 
 | 289  | Combusken          |  0.11787% | 1739   |  0.118% | 1488   |  0.127% | 
 | 290  | Cryogonal          |  0.11746% | 1733   |  0.117% | 1302   |  0.111% | 
 | 291  | Rhydon             |  0.11665% | 1721   |  0.117% | 1408   |  0.120% | 
 | 292  | Gogoat             |  0.11624% | 1715   |  0.116% | 1309   |  0.112% | 
 | 293  | Butterfree         |  0.11556% | 1705   |  0.116% | 1269   |  0.108% | 
 | 294  | Wailord            |  0.11543% | 1703   |  0.115% | 1377   |  0.118% | 
 | 295  | Kangaskhan         |  0.11123% | 1641   |  0.111% | 1296   |  0.111% | 
 | 296  | Huntail            |  0.11021% | 1626   |  0.110% | 1367   |  0.117% | 
 | 297  | Golbat             |  0.10960% | 1617   |  0.110% | 1292   |  0.110% | 
 | 298  | Emolga             |  0.10689% | 1577   |  0.107% | 1277   |  0.109% | 
 | 299  | Wigglytuff         |  0.10608% | 1565   |  0.106% | 1144   |  0.098% | 
 | 300  | Regigigas          |  0.10431% | 1539   |  0.104% | 1185   |  0.101% | 
 | 301  | Leavanny           |  0.10126% | 1494   |  0.101% | 1211   |  0.103% | 
 | 302  | Rattata            |  0.10079% | 1487   |  0.101% | 1237   |  0.106% | 
 | 303  | Skuntank           |  0.10038% | 1481   |  0.100% | 1163   |  0.099% | 
 | 304  | Victreebel         |  0.09991% | 1474   |  0.100% | 1124   |  0.096% | 
 | 305  | Carbink            |  0.09957% | 1469   |  0.100% | 1274   |  0.109% | 
 | 306  | Jynx               |  0.09943% | 1467   |  0.099% | 1104   |  0.094% | 
 | 307  | Zebstrika          |  0.09618% | 1419   |  0.096% | 1136   |  0.097% | 
 | 308  | Tangela            |  0.09435% | 1392   |  0.094% | 1122   |  0.096% | 
 | 309  | Masquerain         |  0.09428% | 1391   |  0.094% | 1195   |  0.102% | 
 | 310  | Persian            |  0.09238% | 1363   |  0.092% | 1128   |  0.096% | 
 | 311  | Arbok              |  0.08988% | 1326   |  0.090% | 1040   |  0.089% | 
 | 312  | Seviper            |  0.08676% | 1280   |  0.087% | 946    |  0.081% | 
 | 313  | Nosepass           |  0.08466% | 1249   |  0.085% | 1051   |  0.090% | 
