 Total battles: 133297
 Avg. weight/team: 0.019
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 61   | Sylveon            |  0.91686% | 4645   |  1.742% | 3276   |  1.684% | 
 | 62   | Excadrill          |  0.91610% | 4693   |  1.760% | 3348   |  1.721% | 
 | 63   | Greninja           |  0.87930% | 13154  |  4.934% | 9838   |  5.058% | 
 | 64   | Liepard            |  0.82722% | 590    |  0.221% | 539    |  0.277% | 
 | 65   | Heatran            |  0.73930% | 4416   |  1.656% | 3395   |  1.746% | 
 | 66   | Espeon             |  0.71898% | 5021   |  1.883% | 3407   |  1.752% | 
 | 67   | Reshiram           |  0.69555% | 7262   |  2.724% | 4839   |  2.488% | 
 | 68   | Talonflame         |  0.67082% | 7542   |  2.829% | 5462   |  2.808% | 
 | 69   | Arceus-Grass       |  0.65176% | 1759   |  0.660% | 1223   |  0.629% | 
 | 70   | Mamoswine          |  0.63978% | 2912   |  1.092% | 2344   |  1.205% | 
 | 71   | Mew                |  0.63575% | 5754   |  2.158% | 4374   |  2.249% | 
 | 72   | Solrock            |  0.60314% | 344    |  0.129% | 327    |  0.168% | 
 | 73   | Metagross          |  0.54583% | 8883   |  3.332% | 6719   |  3.455% | 
 | 74   | Tyranitar          |  0.53801% | 5825   |  2.185% | 4454   |  2.290% | 
 | 75   | Gliscor            |  0.53490% | 6900   |  2.588% | 5213   |  2.680% | 
 | 76   | Breloom            |  0.50219% | 4968   |  1.864% | 3582   |  1.842% | 
 | 77   | Whimsicott         |  0.48734% | 2168   |  0.813% | 1676   |  0.862% | 
 | 78   | Terrakion          |  0.48309% | 2083   |  0.781% | 1449   |  0.745% | 
 | 79   | Landorus           |  0.44943% | 1408   |  0.528% | 1059   |  0.544% | 
 | 80   | Garchomp           |  0.44635% | 9306   |  3.491% | 6877   |  3.536% | 
 | 81   | Azumarill          |  0.40633% | 6230   |  2.337% | 4604   |  2.367% | 
 | 82   | Vaporeon           |  0.39837% | 2403   |  0.901% | 1734   |  0.892% | 
 | 83   | Dragonite          |  0.39618% | 7787   |  2.921% | 5721   |  2.942% | 
 | 84   | Bronzong           |  0.38179% | 678    |  0.254% | 566    |  0.291% | 
 | 85   | Clefable           |  0.34444% | 2878   |  1.080% | 2026   |  1.042% | 
 | 86   | Galvantula         |  0.34328% | 2534   |  0.951% | 2295   |  1.180% | 
 | 87   | Aggron             |  0.31427% | 3084   |  1.157% | 2425   |  1.247% | 
 | 88   | Arceus-Dragon      |  0.30817% | 2207   |  0.828% | 1552   |  0.798% | 
 | 89   | Glalie             |  0.30644% | 856    |  0.321% | 662    |  0.340% | 
 | 90   | Victini            |  0.28919% | 2978   |  1.117% | 2209   |  1.136% | 
 | 91   | Charizard          |  0.28595% | 14957  |  5.610% | 11656  |  5.993% | 
 | 92   | Lunatone           |  0.27632% | 89     |  0.033% | 80     |  0.041% | 
 | 93   | Kyurem-Black       |  0.26464% | 4712   |  1.767% | 3289   |  1.691% | 
 | 94   | Swampert           |  0.25134% | 6465   |  2.425% | 5108   |  2.626% | 
 | 95   | Rotom-Wash         |  0.25051% | 3888   |  1.458% | 3007   |  1.546% | 
 | 96   | Bisharp            |  0.23346% | 3035   |  1.138% | 2235   |  1.149% | 
 | 97   | Drifblim           |  0.22166% | 2859   |  1.072% | 2404   |  1.236% | 
 | 98   | Arceus-Fighting    |  0.21959% | 684    |  0.257% | 469    |  0.241% | 
 | 99   | Gastrodon          |  0.21438% | 892    |  0.335% | 637    |  0.328% | 
 | 100  | Aerodactyl         |  0.19991% | 1369   |  0.514% | 1056   |  0.543% | 
 | 101  | Ninjask            |  0.19962% | 4025   |  1.510% | 3446   |  1.772% | 
 | 102  | Shedinja           |  0.19696% | 2387   |  0.895% | 1757   |  0.903% | 
 | 103  | Slowbro            |  0.19393% | 2545   |  0.955% | 1909   |  0.982% | 
 | 104  | Venusaur           |  0.18946% | 4250   |  1.594% | 3119   |  1.604% | 
 | 105  | Magnezone          |  0.18562% | 2247   |  0.843% | 1645   |  0.846% | 
 | 106  | Sceptile           |  0.18229% | 7049   |  2.644% | 5194   |  2.671% | 
 | 107  | Weavile            |  0.17300% | 1853   |  0.695% | 1420   |  0.730% | 
 | 108  | Conkeldurr         |  0.16960% | 3066   |  1.150% | 2235   |  1.149% | 
 | 109  | Gothitelle         |  0.16665% | 1107   |  0.415% | 788    |  0.405% | 
 | 110  | Altaria            |  0.16498% | 1598   |  0.599% | 1204   |  0.619% | 
 | 111  | Celebi             |  0.16486% | 1085   |  0.407% | 778    |  0.400% | 
 | 112  | Arceus-Fire        |  0.16345% | 1072   |  0.402% | 777    |  0.400% | 
 | 113  | Gyarados           |  0.15659% | 3332   |  1.250% | 2581   |  1.327% | 
 | 114  | Gardevoir          |  0.15538% | 5368   |  2.014% | 3860   |  1.985% | 
 | 115  | Jynx               |  0.15469% | 279    |  0.105% | 222    |  0.114% | 
 | 116  | Togekiss           |  0.15349% | 3721   |  1.396% | 2727   |  1.402% | 
 | 117  | Volcarona          |  0.15306% | 3061   |  1.148% | 2154   |  1.107% | 
 | 118  | Arceus-Flying      |  0.14973% | 579    |  0.217% | 404    |  0.208% | 
 | 119  | Umbreon            |  0.14340% | 3311   |  1.242% | 2444   |  1.257% | 
 | 120  | Zapdos             |  0.13039% | 2578   |  0.967% | 1783   |  0.917% | 
 | 121  | Arceus-Ice         |  0.12534% | 900    |  0.338% | 610    |  0.314% | 
 | 122  | Deoxys             |  0.12000% | 1409   |  0.529% | 1050   |  0.540% | 
 | 123  | Mandibuzz          |  0.11382% | 1086   |  0.407% | 785    |  0.404% | 
 | 124  | Avalugg            |  0.10722% | 486    |  0.182% | 361    |  0.186% | 
 | 125  | Infernape          |  0.10414% | 2952   |  1.107% | 2295   |  1.180% | 
 | 126  | Azelf              |  0.10383% | 679    |  0.255% | 599    |  0.308% | 
 | 127  | Tornadus           |  0.10375% | 247    |  0.093% | 200    |  0.103% | 
 | 128  | Chandelure         |  0.10317% | 1735   |  0.651% | 1300   |  0.668% | 
 | 129  | Rhyperior          |  0.10114% | 787    |  0.295% | 609    |  0.313% | 
 | 130  | Quagsire           |  0.10052% | 811    |  0.304% | 599    |  0.308% | 
 | 131  | Golduck            |  0.09790% | 411    |  0.154% | 308    |  0.158% | 
 | 132  | Aron               |  0.09569% | 1097   |  0.411% | 805    |  0.414% | 
 | 133  | Magnemite          |  0.09490% | 682    |  0.256% | 462    |  0.238% | 
 | 134  | Cottonee           |  0.09335% | 310    |  0.116% | 228    |  0.117% | 
 | 135  | Gallade            |  0.09108% | 3792   |  1.422% | 2783   |  1.431% | 
 | 136  | Beedrill           |  0.09047% | 1707   |  0.640% | 1279   |  0.658% | 
 | 137  | Keldeo             |  0.08464% | 2094   |  0.785% | 1496   |  0.769% | 
 | 138  | Lopunny            |  0.08301% | 1567   |  0.588% | 1266   |  0.651% | 
 | 139  | Heracross          |  0.08225% | 2290   |  0.859% | 1636   |  0.841% | 
 | 140  | Probopass          |  0.08154% | 435    |  0.163% | 364    |  0.187% | 
 | 141  | Hydreigon          |  0.08131% | 2233   |  0.838% | 1674   |  0.861% | 
 | 142  | Staraptor          |  0.08089% | 1895   |  0.711% | 1380   |  0.710% | 
 | 143  | Arcanine           |  0.08001% | 1923   |  0.721% | 1450   |  0.746% | 
 | 144  | Cresselia          |  0.07865% | 995    |  0.373% | 694    |  0.357% | 
 | 145  | Porygon2           |  0.07851% | 970    |  0.364% | 702    |  0.361% | 
 | 146  | Amoonguss          |  0.07688% | 487    |  0.183% | 319    |  0.164% | 
 | 147  | Absol              |  0.07612% | 2198   |  0.824% | 1638   |  0.842% | 
 | 148  | Sharpedo           |  0.07168% | 1834   |  0.688% | 1418   |  0.729% | 
 | 149  | Flygon             |  0.07042% | 1334   |  0.500% | 1030   |  0.530% | 
 | 150  | Milotic            |  0.07030% | 2124   |  0.797% | 1593   |  0.819% | 
 | 151  | Thundurus-Therian  |  0.06859% | 1167   |  0.438% | 881    |  0.453% | 
 | 152  | Donphan            |  0.06823% | 977    |  0.366% | 802    |  0.412% | 
 | 153  | Steelix            |  0.06755% | 2075   |  0.778% | 1650   |  0.848% | 
 | 154  | Jolteon            |  0.06478% | 2260   |  0.848% | 1750   |  0.900% | 
 | 155  | Alakazam           |  0.06331% | 2822   |  1.059% | 2098   |  1.079% | 
 | 156  | Manectric          |  0.06168% | 1891   |  0.709% | 1439   |  0.740% | 
 | 157  | Goodra             |  0.05990% | 1465   |  0.550% | 1054   |  0.542% | 
 | 158  | Crobat             |  0.05792% | 1456   |  0.546% | 1145   |  0.589% | 
 | 159  | Pidgeot            |  0.05630% | 1680   |  0.630% | 1301   |  0.669% | 
 | 160  | Blastoise          |  0.05588% | 3799   |  1.425% | 3001   |  1.543% | 
 | 161  | Machamp            |  0.05580% | 1437   |  0.539% | 1043   |  0.536% | 
 | 162  | Zoroark            |  0.05359% | 1453   |  0.545% | 690    |  0.355% | 
 | 163  | Starmie            |  0.05302% | 967    |  0.363% | 689    |  0.354% | 
 | 164  | Snorlax            |  0.05119% | 2641   |  0.991% | 2023   |  1.040% | 
 | 165  | Haxorus            |  0.05060% | 1784   |  0.669% | 1270   |  0.653% | 
 | 166  | Kingdra            |  0.04964% | 1221   |  0.458% | 925    |  0.476% | 
 | 167  | Suicune            |  0.04816% | 982    |  0.368% | 764    |  0.393% | 
 | 168  | Ludicolo           |  0.04806% | 1035   |  0.388% | 782    |  0.402% | 
 | 169  | Pinsir             |  0.04767% | 942    |  0.353% | 659    |  0.339% | 
 | 170  | Florges            |  0.04736% | 1329   |  0.499% | 862    |  0.443% | 
 | 171  | Arceus-Psychic     |  0.04728% | 330    |  0.124% | 227    |  0.117% | 
 | 172  | Venomoth           |  0.04696% | 580    |  0.218% | 459    |  0.236% | 
 | 173  | Nosepass           |  0.04689% | 879    |  0.330% | 752    |  0.387% | 
 | 174  | Pachirisu          |  0.04622% | 160    |  0.060% | 134    |  0.069% | 
 | 175  | Manaphy            |  0.04538% | 660    |  0.248% | 470    |  0.242% | 
 | 176  | Medicham           |  0.04483% | 1479   |  0.555% | 1105   |  0.568% | 
 | 177  | Empoleon           |  0.04319% | 1128   |  0.423% | 881    |  0.453% | 
 | 178  | Hippowdon          |  0.04283% | 582    |  0.218% | 484    |  0.249% | 
 | 179  | Sigilyph           |  0.04259% | 772    |  0.290% | 553    |  0.284% | 
 | 180  | Dugtrio            |  0.04251% | 492    |  0.185% | 395    |  0.203% | 
 | 181  | Malamar            |  0.04221% | 551    |  0.207% | 403    |  0.207% | 
 | 182  | Pineco             |  0.04151% | 335    |  0.126% | 294    |  0.151% | 
 | 183  | Abomasnow          |  0.04131% | 814    |  0.305% | 633    |  0.325% | 
 | 184  | Honchkrow          |  0.04061% | 716    |  0.269% | 542    |  0.279% | 
 | 185  | Registeel          |  0.03988% | 694    |  0.260% | 563    |  0.289% | 
 | 186  | Darmanitan         |  0.03779% | 1063   |  0.399% | 783    |  0.403% | 
 | 187  | Zygarde            |  0.03769% | 1003   |  0.376% | 749    |  0.385% | 
 | 188  | Regice             |  0.03666% | 601    |  0.225% | 447    |  0.230% | 
 | 189  | Cofagrigus         |  0.03626% | 690    |  0.259% | 549    |  0.282% | 
 | 190  | Tangela            |  0.03545% | 105    |  0.039% | 78     |  0.040% | 
 | 191  | Regirock           |  0.03520% | 505    |  0.189% | 377    |  0.194% | 
 | 192  | Dusknoir           |  0.03500% | 748    |  0.281% | 608    |  0.313% | 
 | 193  | Politoed           |  0.03437% | 896    |  0.336% | 743    |  0.382% | 
 | 194  | Lanturn            |  0.03393% | 345    |  0.129% | 264    |  0.136% | 
 | 195  | Porygon-Z          |  0.03300% | 1037   |  0.389% | 755    |  0.388% | 
 | 196  | Pelipper           |  0.03235% | 145    |  0.054% | 110    |  0.057% | 
 | 197  | Crawdaunt          |  0.03091% | 1128   |  0.423% | 839    |  0.431% | 
 | 198  | Diggersby          |  0.03057% | 733    |  0.275% | 537    |  0.276% | 
 | 199  | Volbeat            |  0.03052% | 574    |  0.215% | 471    |  0.242% | 
 | 200  | Mienshao           |  0.03040% | 571    |  0.214% | 460    |  0.237% | 
 | 201  | Cinccino           |  0.03022% | 863    |  0.324% | 644    |  0.331% | 
 | 202  | Ampharos           |  0.03019% | 1274   |  0.478% | 992    |  0.510% | 
 | 203  | Slurpuff           |  0.02956% | 577    |  0.216% | 391    |  0.201% | 
 | 204  | Torterra           |  0.02911% | 945    |  0.354% | 704    |  0.362% | 
 | 205  | Scrafty            |  0.02904% | 943    |  0.354% | 708    |  0.364% | 
 | 206  | Rattata            |  0.02849% | 997    |  0.374% | 819    |  0.421% | 
 | 207  | Slaking            |  0.02835% | 803    |  0.301% | 639    |  0.329% | 
 | 208  | Articuno           |  0.02826% | 875    |  0.328% | 681    |  0.350% | 
 | 209  | Electivire         |  0.02814% | 1840   |  0.690% | 1391   |  0.715% | 
 | 210  | Trevenant          |  0.02758% | 1245   |  0.467% | 908    |  0.467% | 
 | 211  | Raikou             |  0.02720% | 938    |  0.352% | 707    |  0.364% | 
 | 212  | Banette            |  0.02480% | 885    |  0.332% | 676    |  0.348% | 
 | 213  | Vivillon           |  0.02357% | 461    |  0.173% | 360    |  0.185% | 
 | 214  | Dusclops           |  0.02337% | 712    |  0.267% | 530    |  0.273% | 
 | 215  | Accelgor           |  0.02317% | 378    |  0.142% | 333    |  0.171% | 
 | 216  | Nidoking           |  0.02309% | 1197   |  0.449% | 915    |  0.470% | 
 | 217  | Glaceon            |  0.02285% | 602    |  0.226% | 416    |  0.214% | 
 | 218  | Regigigas          |  0.02283% | 911    |  0.342% | 678    |  0.349% | 
 | 219  | Golbat             |  0.02252% | 154    |  0.058% | 115    |  0.059% | 
 | 220  | Ambipom            |  0.02226% | 977    |  0.366% | 810    |  0.416% | 
 | 221  | Hawlucha           |  0.02064% | 1138   |  0.427% | 855    |  0.440% | 
 | 222  | Noivern            |  0.02008% | 1150   |  0.431% | 904    |  0.465% | 
 | 223  | Krookodile         |  0.01946% | 989    |  0.371% | 760    |  0.391% | 
 | 224  | Drapion            |  0.01896% | 790    |  0.296% | 621    |  0.319% | 
 | 225  | Toxicroak          |  0.01894% | 692    |  0.260% | 498    |  0.256% | 
 | 226  | Rotom-Heat         |  0.01873% | 699    |  0.262% | 539    |  0.277% | 
 | 227  | Mismagius          |  0.01864% | 502    |  0.188% | 377    |  0.194% | 
 | 228  | Wynaut             |  0.01768% | 76     |  0.029% | 60     |  0.031% | 
 | 229  | Walrein            |  0.01754% | 389    |  0.146% | 286    |  0.147% | 
 | 230  | Tropius            |  0.01746% | 356    |  0.134% | 266    |  0.137% | 
 | 231  | Klinklang          |  0.01705% | 233    |  0.087% | 185    |  0.095% | 
 | 232  | Cradily            |  0.01696% | 605    |  0.227% | 441    |  0.227% | 
 | 233  | Spiritomb          |  0.01685% | 675    |  0.253% | 545    |  0.280% | 
 | 234  | Murkrow            |  0.01682% | 220    |  0.083% | 163    |  0.084% | 
 | 235  | Heliolisk          |  0.01675% | 534    |  0.200% | 367    |  0.189% | 
 | 236  | Claydol            |  0.01604% | 333    |  0.125% | 265    |  0.136% | 
 | 237  | Rampardos          |  0.01600% | 380    |  0.143% | 279    |  0.143% | 
 | 238  | Houndoom           |  0.01573% | 955    |  0.358% | 737    |  0.379% | 
 | 239  | Froslass           |  0.01571% | 803    |  0.301% | 654    |  0.336% | 
 | 240  | Entei              |  0.01559% | 818    |  0.307% | 610    |  0.314% | 
 | 241  | Audino             |  0.01535% | 487    |  0.183% | 378    |  0.194% | 
 | 242  | Lickilicky         |  0.01509% | 275    |  0.103% | 220    |  0.113% | 
 | 243  | Miltank            |  0.01464% | 347    |  0.130% | 272    |  0.140% | 
 | 244  | Swellow            |  0.01464% | 927    |  0.348% | 693    |  0.356% | 
 | 245  | Feraligatr         |  0.01452% | 717    |  0.269% | 539    |  0.277% | 
 | 246  | Sawk               |  0.01451% | 203    |  0.076% | 160    |  0.082% | 
 | 247  | Raichu             |  0.01400% | 1058   |  0.397% | 801    |  0.412% | 
 | 248  | Kabutops           |  0.01399% | 421    |  0.158% | 305    |  0.157% | 
 | 249  | Eelektross         |  0.01389% | 663    |  0.249% | 514    |  0.264% | 
 | 250  | Carbink            |  0.01350% | 243    |  0.091% | 211    |  0.108% | 
 | 251  | Clawitzer          |  0.01318% | 629    |  0.236% | 499    |  0.257% | 
 | 252  | Meloetta           |  0.01283% | 630    |  0.236% | 466    |  0.240% | 
 | 253  | Durant             |  0.01265% | 502    |  0.188% | 420    |  0.216% | 
 | 254  | Roserade           |  0.01264% | 930    |  0.349% | 676    |  0.348% | 
 | 255  | Muk                |  0.01247% | 415    |  0.156% | 322    |  0.166% | 
 | 256  | Leavanny           |  0.01234% | 235    |  0.088% | 198    |  0.102% | 
 | 257  | Pikachu            |  0.01230% | 1316   |  0.494% | 1033   |  0.531% | 
 | 258  | Reuniclus          |  0.01228% | 423    |  0.159% | 307    |  0.158% | 
 | 259  | Golem              |  0.01221% | 541    |  0.203% | 437    |  0.225% | 
 | 260  | Chesnaught         |  0.01216% | 1204   |  0.452% | 926    |  0.476% | 
 | 261  | Lapras             |  0.01208% | 902    |  0.338% | 671    |  0.345% | 
 | 262  | Slowking           |  0.01190% | 412    |  0.155% | 317    |  0.163% | 
 | 263  | Basculin           |  0.01168% | 56     |  0.021% | 45     |  0.023% | 
 | 264  | Weezing            |  0.01160% | 472    |  0.177% | 353    |  0.181% | 
 | 265  | Noctowl            |  0.01145% | 100    |  0.038% | 73     |  0.038% | 
 | 266  | Tangrowth          |  0.01076% | 279    |  0.105% | 211    |  0.108% | 
 | 267  | Nidoqueen          |  0.01058% | 231    |  0.087% | 172    |  0.088% | 
 | 268  | Camerupt           |  0.01000% | 943    |  0.354% | 731    |  0.376% | 
 | 269  | Luxray             |  0.01000% | 971    |  0.364% | 769    |  0.395% | 
 | 270  | Typhlosion         |  0.00993% | 1128   |  0.423% | 847    |  0.435% | 
 | 271  | Braviary           |  0.00966% | 523    |  0.196% | 386    |  0.198% | 
 | 272  | Qwilfish           |  0.00956% | 95     |  0.036% | 79     |  0.041% | 
 | 273  | Dragalge           |  0.00952% | 661    |  0.248% | 478    |  0.246% | 
 | 274  | Jellicent          |  0.00944% | 523    |  0.196% | 406    |  0.209% | 
 | 275  | Exeggutor          |  0.00925% | 293    |  0.110% | 220    |  0.113% | 
 | 276  | Ninetales          |  0.00924% | 1013   |  0.380% | 768    |  0.395% | 
 | 277  | Meganium           |  0.00922% | 310    |  0.116% | 256    |  0.132% | 
 | 278  | Simisear           |  0.00921% | 63     |  0.024% | 58     |  0.030% | 
 | 279  | Zangoose           |  0.00912% | 410    |  0.154% | 296    |  0.152% | 
 | 280  | Treecko            |  0.00908% | 172    |  0.065% | 141    |  0.072% | 
 | 281  | Seismitoad         |  0.00900% | 210    |  0.079% | 168    |  0.086% | 
 | 282  | Chatot             |  0.00868% | 178    |  0.067% | 150    |  0.077% | 
 | 283  | Bidoof             |  0.00868% | 91     |  0.034% | 80     |  0.041% | 
 | 284  | Tornadus-Therian   |  0.00867% | 602    |  0.226% | 448    |  0.230% | 
 | 285  | Golurk             |  0.00854% | 440    |  0.165% | 351    |  0.180% | 
 | 286  | Magmortar          |  0.00827% | 529    |  0.198% | 388    |  0.199% | 
 | 287  | Hitmonlee          |  0.00815% | 472    |  0.177% | 354    |  0.182% | 
 | 288  | Chimecho           |  0.00814% | 31     |  0.012% | 23     |  0.012% | 
 | 289  | Mr. Mime           |  0.00793% | 711    |  0.267% | 451    |  0.232% | 
 | 290  | Meowstic           |  0.00793% | 348    |  0.131% | 312    |  0.160% | 
 | 291  | Linoone            |  0.00792% | 362    |  0.136% | 273    |  0.140% | 
 | 292  | Armaldo            |  0.00762% | 319    |  0.120% | 245    |  0.126% | 
 | 293  | Wormadam-Sandy     |  0.00755% | 42     |  0.016% | 35     |  0.018% | 
 | 294  | Gourgeist-Super    |  0.00747% | 241    |  0.090% | 189    |  0.097% | 
 | 295  | Starly             |  0.00739% | 168    |  0.063% | 138    |  0.071% | 
 | 296  | Huntail            |  0.00730% | 159    |  0.060% | 113    |  0.058% | 
 | 297  | Gigalith           |  0.00727% | 353    |  0.132% | 313    |  0.161% | 
 | 298  | Jumpluff           |  0.00715% | 142    |  0.053% | 113    |  0.058% | 
 | 299  | Poliwhirl          |  0.00700% | 9      |  0.003% | 7      |  0.004% | 
 | 300  | Clamperl           |  0.00690% | 59     |  0.022% | 48     |  0.025% | 
 | 301  | Spewpa             |  0.00665% | 11     |  0.004% | 8      |  0.004% | 
 | 302  | Snover             |  0.00651% | 20     |  0.008% | 17     |  0.009% | 
 | 303  | Yanmega            |  0.00649% | 468    |  0.176% | 331    |  0.170% | 
 | 304  | Bouffalant         |  0.00637% | 206    |  0.077% | 170    |  0.087% | 
 | 305  | Shaymin            |  0.00632% | 238    |  0.089% | 155    |  0.080% | 
 | 306  | Marowak            |  0.00619% | 256    |  0.096% | 212    |  0.109% | 
 | 307  | Gurdurr            |  0.00606% | 22     |  0.008% | 14     |  0.007% | 
 | 308  | Swoobat            |  0.00596% | 248    |  0.093% | 188    |  0.097% | 
 | 309  | Omastar            |  0.00585% | 297    |  0.111% | 236    |  0.121% | 
 | 310  | Serperior          |  0.00584% | 667    |  0.250% | 506    |  0.260% | 
 | 311  | Moltres            |  0.00569% | 538    |  0.202% | 400    |  0.206% | 
 | 312  | Exploud            |  0.00565% | 514    |  0.193% | 406    |  0.209% | 
 | 313  | Delphox            |  0.00564% | 771    |  0.289% | 555    |  0.285% | 
 | 314  | Hippopotas         |  0.00549% | 55     |  0.021% | 47     |  0.024% | 
 | 315  | Kyurem             |  0.00547% | 438    |  0.164% | 317    |  0.163% | 
 | 316  | Bastiodon          |  0.00547% | 252    |  0.095% | 213    |  0.110% | 
 | 317  | Kecleon            |  0.00545% | 283    |  0.106% | 216    |  0.111% | 
 | 318  | Drifloon           |  0.00526% | 11     |  0.004% | 9      |  0.005% | 
 | 319  | Leafeon            |  0.00516% | 667    |  0.250% | 475    |  0.244% | 
