 Total battles: 120490
 Avg. weight/team: 0.012
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 50   | Starmie            |  4.56456% | 13662  |  5.669% | 10683  |  5.496% | 
 | 51   | Nidoking           |  4.55840% | 17589  |  7.299% | 13606  |  7.000% | 
 | 52   | Gallade            |  4.51484% | 11486  |  4.766% | 9047   |  4.654% | 
 | 53   | Metagross          |  4.48370% | 21894  |  9.085% | 17793  |  9.154% | 
 | 54   | Flygon             |  4.47897% | 17416  |  7.227% | 14142  |  7.276% | 
 | 55   | Aerodactyl         |  4.16893% | 15244  |  6.326% | 12099  |  6.225% | 
 | 56   | Whimsicott         |  4.03097% | 4833   |  2.006% | 4037   |  2.077% | 
 | 57   | Alomomola          |  3.97250% | 2569   |  1.066% | 2133   |  1.097% | 
 | 58   | Hippowdon          |  3.94574% | 8814   |  3.658% | 7609   |  3.915% | 
 | 59   | Ampharos           |  3.85553% | 12019  |  4.988% | 9457   |  4.865% | 
 | 60   | Haxorus            |  3.71668% | 13792  |  5.723% | 10020  |  5.155% | 
 | 61   | Absol              |  3.70676% | 14587  |  6.053% | 11328  |  5.828% | 
 | 62   | Goodra             |  3.55573% | 16961  |  7.038% | 13319  |  6.852% | 
 | 63   | Porygon2           |  3.50443% | 13563  |  5.628% | 10813  |  5.563% | 
 | 64   | Pidgeot            |  3.29486% | 6078   |  2.522% | 4935   |  2.539% | 
 | 65   | Cloyster           |  3.26212% | 18086  |  7.505% | 14244  |  7.328% | 
 | 66   | Klefki             |  3.10884% | 3044   |  1.263% | 2737   |  1.408% | 
 | 67   | Milotic            |  3.06447% | 14946  |  6.202% | 12292  |  6.324% | 
 | 68   | Espeon             |  2.97987% | 14891  |  6.179% | 11907  |  6.126% | 
 | 69   | Toxicroak          |  2.79380% | 11095  |  4.604% | 8547   |  4.397% | 
 | 70   | Scrafty            |  2.76160% | 17023  |  7.064% | 13471  |  6.930% | 
 | 71   | Noivern            |  2.60488% | 12170  |  5.050% | 9555   |  4.916% | 
 | 72   | Sharpedo           |  2.59731% | 7272   |  3.018% | 5630   |  2.896% | 
 | 73   | Dragalge           |  2.54010% | 2581   |  1.071% | 2072   |  1.066% | 
 | 74   | Scolipede          |  2.50545% | 5211   |  2.162% | 4418   |  2.273% | 
 | 75   | Yanmega            |  2.45316% | 4353   |  1.806% | 3388   |  1.743% | 
 | 76   | Cresselia          |  2.43123% | 3116   |  1.293% | 2507   |  1.290% | 
 | 77   | Slowking           |  2.28257% | 5382   |  2.233% | 4250   |  2.187% | 
 | 78   | Quagsire           |  2.09616% | 8082   |  3.354% | 6745   |  3.470% | 
 | 79   | Sceptile           |  2.08407% | 8107   |  3.364% | 6374   |  3.279% | 
 | 80   | Magneton           |  2.01992% | 2563   |  1.064% | 2120   |  1.091% | 
 | 81   | Kingdra            |  1.99630% | 11079  |  4.597% | 8622   |  4.436% | 
 | 82   | Trevenant          |  1.86540% | 13274  |  5.508% | 10590  |  5.448% | 
 | 83   | Amoonguss          |  1.75814% | 5430   |  2.253% | 4411   |  2.269% | 
 | 84   | Jellicent          |  1.70482% | 2785   |  1.156% | 2325   |  1.196% | 
 | 85   | Tornadus           |  1.69197% | 3137   |  1.302% | 2581   |  1.328% | 
 | 86   | Fletchinder        |  1.68299% | 968    |  0.402% | 741    |  0.381% | 
 | 87   | Dugtrio            |  1.35440% | 2578   |  1.070% | 1986   |  1.022% | 
 | 88   | Rhyperior          |  1.30697% | 3006   |  1.247% | 2506   |  1.289% | 
 | 89   | Rotom-Mow          |  1.29697% | 2680   |  1.112% | 2193   |  1.128% | 
 | 90   | Froslass           |  1.26894% | 3602   |  1.495% | 3232   |  1.663% | 
 | 91   | Kyurem             |  1.20171% | 2233   |  0.927% | 1711   |  0.880% | 
 | 92   | Doublade           |  1.19869% | 2428   |  1.008% | 2004   |  1.031% | 
 | 93   | Ditto              |  0.97525% | 1626   |  0.675% | 1228   |  0.632% | 
 | 94   | Uxie               |  0.95178% | 1940   |  0.805% | 1698   |  0.874% | 
 | 95   | Shuckle            |  0.93560% | 4537   |  1.883% | 3994   |  2.055% | 
 | 96   | Meloetta           |  0.92050% | 1641   |  0.681% | 1236   |  0.636% | 
 | 97   | Escavalier         |  0.91715% | 2009   |  0.834% | 1633   |  0.840% | 
 | 98   | Camerupt           |  0.87946% | 2584   |  1.072% | 2114   |  1.088% | 
 | 99   | Togetic            |  0.87160% | 738    |  0.306% | 613    |  0.315% | 
 | 100  | Houndoom           |  0.87018% | 7254   |  3.010% | 5622   |  2.892% | 
 | 101  | Cobalion           |  0.86081% | 2100   |  0.871% | 1672   |  0.860% | 
 | 102  | Aromatisse         |  0.84127% | 1371   |  0.569% | 1062   |  0.546% | 
 | 103  | Kabutops           |  0.82561% | 1197   |  0.497% | 912    |  0.469% | 
 | 104  | Jolteon            |  0.76561% | 6416   |  2.662% | 5135   |  2.642% | 
 | 105  | Cofagrigus         |  0.72647% | 3635   |  1.508% | 3020   |  1.554% | 
 | 106  | Pangoro            |  0.72361% | 1429   |  0.593% | 1123   |  0.578% | 
 | 107  | Reuniclus          |  0.71356% | 2592   |  1.076% | 1984   |  1.021% | 
 | 108  | Steelix            |  0.63886% | 2987   |  1.240% | 2499   |  1.286% | 
 | 109  | Glalie             |  0.58404% | 2009   |  0.834% | 1600   |  0.823% | 
 | 110  | Weezing            |  0.56307% | 4248   |  1.763% | 3527   |  1.815% | 
 | 111  | Ambipom            |  0.55919% | 5378   |  2.232% | 4600   |  2.367% | 
 | 112  | Xatu               |  0.54192% | 1518   |  0.630% | 1244   |  0.640% | 
 | 113  | Banette            |  0.52242% | 2356   |  0.978% | 1920   |  0.988% | 
 | 114  | Abomasnow          |  0.48731% | 1442   |  0.598% | 1153   |  0.593% | 
 | 115  | Exploud            |  0.47914% | 2502   |  1.038% | 1952   |  1.004% | 
 | 116  | Virizion           |  0.47233% | 1203   |  0.499% | 969    |  0.499% | 
 | 117  | Archeops           |  0.46698% | 937    |  0.389% | 805    |  0.414% | 
 | 118  | Gastrodon          |  0.45865% | 2175   |  0.903% | 1812   |  0.932% | 
 | 119  | Ludicolo           |  0.45736% | 2048   |  0.850% | 1662   |  0.855% | 
 | 120  | Shedinja           |  0.44636% | 1437   |  0.596% | 1054   |  0.542% | 
 | 121  | Cinccino           |  0.44285% | 3546   |  1.471% | 2807   |  1.444% | 
 | 122  | Zoroark            |  0.42585% | 4021   |  1.669% | 1944   |  1.000% | 
 | 123  | Heliolisk          |  0.41001% | 1845   |  0.766% | 1455   |  0.749% | 
 | 124  | Slurpuff           |  0.40492% | 2087   |  0.866% | 1495   |  0.769% | 
 | 125  | Hitmonlee          |  0.38528% | 2382   |  0.988% | 1873   |  0.964% | 
 | 126  | Lanturn            |  0.38491% | 1341   |  0.556% | 1173   |  0.603% | 
 | 127  | Tangrowth          |  0.36761% | 2410   |  1.000% | 1960   |  1.008% | 
 | 128  | Omastar            |  0.36434% | 746    |  0.310% | 627    |  0.323% | 
 | 129  | Granbull           |  0.35855% | 1075   |  0.446% | 873    |  0.449% | 
 | 130  | Claydol            |  0.34850% | 1652   |  0.686% | 1394   |  0.717% | 
 | 131  | Accelgor           |  0.33922% | 872    |  0.362% | 698    |  0.359% | 
 | 132  | Golbat             |  0.33596% | 1540   |  0.639% | 1303   |  0.670% | 
 | 133  | Hitmontop          |  0.32521% | 2191   |  0.909% | 1798   |  0.925% | 
 | 134  | Audino             |  0.31968% | 1523   |  0.632% | 1203   |  0.619% | 
 | 135  | Eelektross         |  0.31896% | 2491   |  1.034% | 2038   |  1.048% | 
 | 136  | Hariyama           |  0.31399% | 1154   |  0.479% | 938    |  0.483% | 
 | 137  | Vivillon           |  0.30454% | 1177   |  0.488% | 931    |  0.479% | 
 | 138  | Drapion            |  0.25203% | 2500   |  1.037% | 2039   |  1.049% | 
 | 139  | Druddigon          |  0.24397% | 1146   |  0.476% | 969    |  0.499% | 
 | 140  | Shiftry            |  0.24131% | 893    |  0.371% | 730    |  0.376% | 
 | 141  | Swellow            |  0.23595% | 2134   |  0.886% | 1674   |  0.861% | 
 | 142  | Slaking            |  0.23483% | 1220   |  0.506% | 1018   |  0.524% | 
 | 143  | Typhlosion         |  0.22947% | 1500   |  0.622% | 1199   |  0.617% | 
 | 144  | Registeel          |  0.21667% | 1844   |  0.765% | 1578   |  0.812% | 
 | 145  | Ninjask            |  0.21123% | 2685   |  1.114% | 2373   |  1.221% | 
 | 146  | Regice             |  0.19751% | 556    |  0.231% | 449    |  0.231% | 
 | 147  | Stoutland          |  0.18230% | 524    |  0.217% | 415    |  0.214% | 
 | 148  | Gourgeist-Super    |  0.18002% | 703    |  0.292% | 577    |  0.297% | 
 | 149  | Electivire         |  0.17723% | 1894   |  0.786% | 1466   |  0.754% | 
 | 150  | Hitmonchan         |  0.17683% | 1456   |  0.604% | 1181   |  0.608% | 
 | 151  | Braviary           |  0.16722% | 1862   |  0.773% | 1482   |  0.762% | 
 | 152  | Durant             |  0.16140% | 1357   |  0.563% | 1076   |  0.554% | 
 | 153  | Cradily            |  0.16119% | 1171   |  0.486% | 938    |  0.483% | 
 | 154  | Gorebyss           |  0.15977% | 936    |  0.388% | 769    |  0.396% | 
 | 155  | Moltres            |  0.15881% | 932    |  0.387% | 763    |  0.393% | 
 | 156  | Sigilyph           |  0.14825% | 1630   |  0.676% | 1296   |  0.667% | 
 | 157  | Qwilfish           |  0.14793% | 430    |  0.178% | 351    |  0.181% | 
 | 158  | Clawitzer          |  0.14444% | 2067   |  0.858% | 1613   |  0.830% | 
 | 159  | Meowstic           |  0.13536% | 651    |  0.270% | 544    |  0.280% | 
 | 160  | Regirock           |  0.13230% | 1210   |  0.502% | 995    |  0.512% | 
 | 161  | Combusken          |  0.11470% | 864    |  0.359% | 722    |  0.371% | 
 | 162  | Sandslash          |  0.11312% | 685    |  0.284% | 581    |  0.299% | 
 | 163  | Vileplume          |  0.11287% | 574    |  0.238% | 482    |  0.248% | 
 | 164  | Lilligant          |  0.11154% | 1187   |  0.493% | 902    |  0.464% | 
 | 165  | Golurk             |  0.10841% | 762    |  0.316% | 649    |  0.334% | 
 | 166  | Mightyena          |  0.10600% | 683    |  0.283% | 514    |  0.264% | 
 | 167  | Malamar            |  0.10260% | 1237   |  0.513% | 994    |  0.511% | 
 | 168  | Dusclops           |  0.09789% | 1559   |  0.647% | 1284   |  0.661% | 
 | 169  | Delphox            |  0.09554% | 1578   |  0.655% | 1231   |  0.633% | 
 | 170  | Mismagius          |  0.09547% | 1431   |  0.594% | 1137   |  0.585% | 
 | 171  | Leafeon            |  0.09471% | 1451   |  0.602% | 1185   |  0.610% | 
 | 172  | Meganium           |  0.09362% | 428    |  0.178% | 345    |  0.177% | 
 | 173  | Torkoal            |  0.09284% | 1244   |  0.516% | 1034   |  0.532% | 
 | 174  | Skuntank           |  0.09256% | 501    |  0.208% | 399    |  0.205% | 
 | 175  | Kecleon            |  0.09046% | 828    |  0.344% | 683    |  0.351% | 
 | 176  | Mesprit            |  0.08327% | 341    |  0.142% | 272    |  0.140% | 
 | 177  | Spiritomb          |  0.08068% | 927    |  0.385% | 755    |  0.388% | 
 | 178  | Tyrantrum          |  0.08012% | 1205   |  0.500% | 926    |  0.476% | 
 | 179  | Mr. Mime           |  0.07990% | 786    |  0.326% | 628    |  0.323% | 
 | 180  | Flareon            |  0.07824% | 1251   |  0.519% | 1022   |  0.526% | 
 | 181  | Probopass          |  0.07580% | 456    |  0.189% | 384    |  0.198% | 
 | 182  | Magmortar          |  0.07402% | 818    |  0.339% | 641    |  0.330% | 
 | 183  | Garbodor           |  0.06984% | 263    |  0.109% | 223    |  0.115% | 
 | 184  | Ferroseed          |  0.06421% | 482    |  0.200% | 428    |  0.220% | 
 | 185  | Gurdurr            |  0.06335% | 247    |  0.102% | 206    |  0.106% | 
 | 186  | Muk                |  0.06332% | 855    |  0.355% | 700    |  0.360% | 
 | 187  | Poliwrath          |  0.06280% | 422    |  0.175% | 373    |  0.192% | 
 | 188  | Cryogonal          |  0.06221% | 375    |  0.156% | 285    |  0.147% | 
 | 189  | Rotom-Fan          |  0.05822% | 264    |  0.110% | 228    |  0.117% | 
 | 190  | Pikachu-Belle      |  0.05792% | 141    |  0.059% | 92     |  0.047% | 
 | 191  | Armaldo            |  0.05496% | 653    |  0.271% | 538    |  0.277% | 
 | 192  | Cacturne           |  0.05197% | 726    |  0.301% | 580    |  0.298% | 
 | 193  | Sawk               |  0.05176% | 456    |  0.189% | 377    |  0.194% | 
 | 194  | Emboar             |  0.05106% | 605    |  0.251% | 468    |  0.241% | 
 | 195  | Exeggutor          |  0.04948% | 610    |  0.253% | 485    |  0.250% | 
 | 196  | Lapras             |  0.04811% | 1001   |  0.415% | 809    |  0.416% | 
 | 197  | Wailord            |  0.04738% | 260    |  0.108% | 208    |  0.107% | 
 | 198  | Misdreavus         |  0.04704% | 52     |  0.022% | 49     |  0.025% | 
 | 199  | Liepard            |  0.04591% | 831    |  0.345% | 717    |  0.369% | 
 | 200  | Glaceon            |  0.04515% | 794    |  0.329% | 603    |  0.310% | 
 | 201  | Floatzel           |  0.04493% | 451    |  0.187% | 348    |  0.179% | 
 | 202  | Seismitoad         |  0.04490% | 438    |  0.182% | 373    |  0.192% | 
 | 203  | Politoed           |  0.04420% | 563    |  0.234% | 500    |  0.257% | 
 | 204  | Avalugg            |  0.04364% | 746    |  0.310% | 584    |  0.300% | 
 | 205  | Drifblim           |  0.04353% | 686    |  0.285% | 546    |  0.281% | 
 | 206  | Ninetales          |  0.04316% | 625    |  0.259% | 488    |  0.251% | 
 | 207  | Miltank            |  0.04227% | 1251   |  0.519% | 947    |  0.487% | 
 | 208  | Rhydon             |  0.04191% | 523    |  0.217% | 428    |  0.220% | 
 | 209  | Luxray             |  0.04139% | 651    |  0.270% | 541    |  0.278% | 
 | 210  | Marowak            |  0.04117% | 1008   |  0.418% | 823    |  0.423% | 
 | 211  | Volbeat            |  0.04062% | 476    |  0.198% | 423    |  0.218% | 
 | 212  | Feraligatr         |  0.04049% | 1392   |  0.578% | 1153   |  0.593% | 
 | 213  | Tauros             |  0.04048% | 525    |  0.218% | 383    |  0.197% | 
 | 214  | Torterra           |  0.03915% | 990    |  0.411% | 810    |  0.417% | 
 | 215  | Piloswine          |  0.03910% | 247    |  0.102% | 209    |  0.108% | 
 | 216  | Swoobat            |  0.03870% | 347    |  0.144% | 265    |  0.136% | 
 | 217  | Golem              |  0.03854% | 627    |  0.260% | 513    |  0.264% | 
 | 218  | Zangoose           |  0.03518% | 1260   |  0.523% | 1003   |  0.516% | 
 | 219  | Gigalith           |  0.03508% | 399    |  0.166% | 335    |  0.172% | 
 | 220  | Electrode          |  0.03484% | 787    |  0.327% | 709    |  0.365% | 
 | 221  | Ariados            |  0.03432% | 305    |  0.127% | 272    |  0.140% | 
 | 222  | Scyther            |  0.03320% | 941    |  0.390% | 757    |  0.389% | 
 | 223  | Swalot             |  0.03295% | 218    |  0.090% | 190    |  0.098% | 
 | 224  | Raichu             |  0.03148% | 736    |  0.305% | 540    |  0.278% | 
 | 225  | Bouffalant         |  0.03038% | 524    |  0.217% | 409    |  0.210% | 
 | 226  | Rampardos          |  0.02999% | 534    |  0.222% | 378    |  0.194% | 
 | 227  | Linoone            |  0.02988% | 460    |  0.191% | 329    |  0.169% | 
 | 228  | Whiscash           |  0.02791% | 258    |  0.107% | 191    |  0.098% | 
 | 229  | Ursaring           |  0.02743% | 644    |  0.267% | 489    |  0.252% | 
 | 230  | Klinklang          |  0.02653% | 502    |  0.208% | 364    |  0.187% | 
 | 231  | Carnivine          |  0.02616% | 47     |  0.020% | 41     |  0.021% | 
 | 232  | Zebstrika          |  0.02575% | 284    |  0.118% | 215    |  0.111% | 
 | 233  | Pikachu-Rock-Star  |  0.02552% | 79     |  0.033% | 49     |  0.025% | 
 | 234  | Primeape           |  0.02549% | 567    |  0.235% | 461    |  0.237% | 
 | 235  | Tangela            |  0.02447% | 307    |  0.127% | 273    |  0.140% | 
 | 236  | Bastiodon          |  0.02414% | 467    |  0.194% | 410    |  0.211% | 
 | 237  | Dusknoir           |  0.02401% | 854    |  0.354% | 705    |  0.363% | 
 | 238  | Seviper            |  0.02344% | 303    |  0.126% | 230    |  0.118% | 
 | 239  | Musharna           |  0.02282% | 297    |  0.123% | 234    |  0.120% | 
 | 240  | Rapidash           |  0.02272% | 554    |  0.230% | 456    |  0.235% | 
 | 241  | Kingler            |  0.02263% | 409    |  0.170% | 310    |  0.159% | 
 | 242  | Carracosta         |  0.02243% | 553    |  0.229% | 415    |  0.214% | 
 | 243  | Relicanth          |  0.02122% | 190    |  0.079% | 162    |  0.083% | 
 | 244  | Clefairy           |  0.02111% | 377    |  0.156% | 237    |  0.122% | 
 | 245  | Beartic            |  0.02088% | 161    |  0.067% | 135    |  0.069% | 
 | 246  | Pawniard           |  0.02020% | 66     |  0.027% | 47     |  0.024% | 
 | 247  | Dedenne            |  0.02017% | 320    |  0.133% | 271    |  0.139% | 
 | 248  | Serperior          |  0.01998% | 486    |  0.202% | 398    |  0.205% | 
 | 249  | Pyroar             |  0.01927% | 831    |  0.345% | 654    |  0.336% | 
 | 250  | Barbaracle         |  0.01924% | 324    |  0.134% | 254    |  0.131% | 
 | 251  | Walrein            |  0.01917% | 481    |  0.200% | 397    |  0.204% | 
 | 252  | Magnemite          |  0.01684% | 157    |  0.065% | 95     |  0.049% | 
 | 253  | Lickilicky         |  0.01614% | 293    |  0.122% | 226    |  0.116% | 
 | 254  | Pikachu-Libre      |  0.01579% | 27     |  0.011% | 23     |  0.012% | 
 | 255  | Nosepass           |  0.01471% | 198    |  0.082% | 164    |  0.084% | 
 | 256  | Chatot             |  0.01456% | 446    |  0.185% | 374    |  0.192% | 
 | 257  | Spinda             |  0.01388% | 142    |  0.059% | 114    |  0.059% | 
 | 258  | Sudowoodo          |  0.01387% | 184    |  0.076% | 134    |  0.069% | 
 | 259  | Maractus           |  0.01380% | 102    |  0.042% | 68     |  0.035% | 
 | 260  | Vanilluxe          |  0.01355% | 113    |  0.047% | 91     |  0.047% | 
 | 261  | Furfrou            |  0.01345% | 519    |  0.215% | 409    |  0.210% | 
 | 262  | Samurott           |  0.01336% | 420    |  0.174% | 342    |  0.176% | 
 | 263  | Mantine            |  0.01321% | 450    |  0.187% | 379    |  0.195% | 
 | 264  | Huntail            |  0.01320% | 232    |  0.096% | 197    |  0.101% | 
 | 265  | Frillish           |  0.01296% | 14     |  0.006% | 13     |  0.007% | 
 | 266  | Aurorus            |  0.01291% | 221    |  0.092% | 168    |  0.086% | 
 | 267  | Murkrow            |  0.01269% | 397    |  0.165% | 325    |  0.167% | 
 | 268  | Gogoat             |  0.01249% | 376    |  0.156% | 295    |  0.152% | 
 | 269  | Octillery          |  0.01245% | 171    |  0.071% | 147    |  0.076% | 
 | 270  | Wigglytuff         |  0.01178% | 368    |  0.153% | 283    |  0.146% | 
 | 271  | Pikachu            |  0.01153% | 662    |  0.275% | 519    |  0.267% | 
 | 272  | Carbink            |  0.01143% | 355    |  0.147% | 313    |  0.161% | 
 | 273  | Lumineon           |  0.01126% | 71     |  0.029% | 57     |  0.029% | 
 | 274  | Gourgeist-Small    |  0.01087% | 75     |  0.031% | 63     |  0.032% | 
 | 275  | Rotom              |  0.01061% | 191    |  0.079% | 171    |  0.088% | 
 | 276  | Leavanny           |  0.01035% | 243    |  0.101% | 207    |  0.106% | 
 | 277  | Arbok              |  0.01006% | 405    |  0.168% | 336    |  0.173% | 
 | 278  | Frogadier          |  0.00998% | 88     |  0.037% | 61     |  0.031% | 
 | 279  | Heatmor            |  0.00966% | 103    |  0.043% | 90     |  0.046% | 
 | 280  | Crustle            |  0.00965% | 656    |  0.272% | 530    |  0.273% | 
 | 281  | Sawsbuck           |  0.00916% | 406    |  0.168% | 320    |  0.165% | 
 | 282  | Victreebel         |  0.00884% | 331    |  0.137% | 276    |  0.142% | 
 | 283  | Sneasel            |  0.00868% | 114    |  0.047% | 97     |  0.050% | 
 | 284  | Masquerain         |  0.00860% | 230    |  0.095% | 204    |  0.105% | 
 | 285  | Vespiquen          |  0.00853% | 200    |  0.083% | 135    |  0.069% | 
 | 286  | Throh              |  0.00849% | 234    |  0.097% | 186    |  0.096% | 
 | 287  | Tropius            |  0.00839% | 350    |  0.145% | 268    |  0.138% | 
 | 288  | Eelektrik          |  0.00830% | 29     |  0.012% | 28     |  0.014% | 
 | 289  | Haunter            |  0.00786% | 240    |  0.100% | 185    |  0.095% | 
 | 290  | Sliggoo            |  0.00780% | 63     |  0.026% | 52     |  0.027% | 
 | 291  | Noibat             |  0.00761% | 21     |  0.009% | 18     |  0.009% | 
 | 292  | Krokorok           |  0.00761% | 38     |  0.016% | 36     |  0.019% | 
 | 293  | Jumpluff           |  0.00729% | 297    |  0.123% | 246    |  0.127% | 
 | 294  | Golduck            |  0.00727% | 128    |  0.053% | 102    |  0.052% | 
 | 295  | Solrock            |  0.00715% | 134    |  0.056% | 122    |  0.063% | 
 | 296  | Pelipper           |  0.00709% | 246    |  0.102% | 206    |  0.106% | 
 | 297  | Cottonee           |  0.00682% | 37     |  0.015% | 29     |  0.015% | 
 | 298  | Hypno              |  0.00650% | 162    |  0.067% | 132    |  0.068% | 
 | 299  | Dodrio             |  0.00604% | 341    |  0.142% | 259    |  0.133% | 
 | 300  | Parasect           |  0.00603% | 162    |  0.067% | 143    |  0.074% | 
 | 301  | Roselia            |  0.00598% | 77     |  0.032% | 60     |  0.031% | 
 | 302  | Delcatty           |  0.00598% | 129    |  0.054% | 112    |  0.058% | 
 | 303  | Butterfree         |  0.00597% | 330    |  0.137% | 256    |  0.132% | 
 | 304  | Rotom-Frost        |  0.00582% | 183    |  0.076% | 141    |  0.073% | 
 | 305  | Munchlax           |  0.00534% | 77     |  0.032% | 56     |  0.029% | 
 | 306  | Raticate           |  0.00534% | 323    |  0.134% | 270    |  0.139% | 
 | 307  | Onix               |  0.00529% | 197    |  0.082% | 176    |  0.091% | 
 | 308  | Persian            |  0.00486% | 267    |  0.111% | 209    |  0.108% | 
 | 309  | Stunfisk           |  0.00482% | 132    |  0.055% | 109    |  0.056% | 
 | 310  | Jynx               |  0.00478% | 314    |  0.130% | 240    |  0.123% | 
 | 311  | Kadabra            |  0.00477% | 56     |  0.023% | 47     |  0.024% | 
 | 312  | Wartortle          |  0.00476% | 80     |  0.033% | 68     |  0.035% | 
 | 313  | Beautifly          |  0.00469% | 130    |  0.054% | 97     |  0.050% | 
 | 314  | Basculin           |  0.00467% | 135    |  0.056% | 114    |  0.059% | 
 | 315  | Regigigas          |  0.00461% | 209    |  0.087% | 146    |  0.075% | 
 | 316  | Farfetch'd         |  0.00454% | 118    |  0.049% | 92     |  0.047% | 
 | 317  | Bayleef            |  0.00434% | 475    |  0.197% | 393    |  0.202% | 
 | 318  | Articuno           |  0.00428% | 410    |  0.170% | 330    |  0.170% | 
 | 319  | Emolga             |  0.00413% | 336    |  0.139% | 257    |  0.132% | 
 | 320  | Fearow             |  0.00376% | 135    |  0.056% | 110    |  0.057% | 
 | 321  | Unfezant           |  0.00374% | 113    |  0.047% | 84     |  0.043% | 
