 Total battles: 120490
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 261  | Lickilicky         |  0.12159% | 293    |  0.122% | 226    |  0.116% | 
 | 262  | Zebstrika          |  0.11785% | 284    |  0.118% | 215    |  0.111% | 
 | 263  | Wobbuffet          |  0.11619% | 280    |  0.116% | 229    |  0.118% | 
 | 264  | Dragonair          |  0.11619% | 280    |  0.116% | 215    |  0.111% | 
 | 265  | Persian            |  0.11080% | 267    |  0.111% | 209    |  0.108% | 
 | 266  | Rotom-Fan          |  0.10955% | 264    |  0.110% | 228    |  0.117% | 
 | 267  | Garbodor           |  0.10914% | 263    |  0.109% | 223    |  0.115% | 
 | 268  | Wailord            |  0.10789% | 260    |  0.108% | 208    |  0.107% | 
 | 269  | Whiscash           |  0.10706% | 258    |  0.107% | 191    |  0.098% | 
 | 270  | Piloswine          |  0.10250% | 247    |  0.102% | 209    |  0.108% | 
 | 271  | Gurdurr            |  0.10250% | 247    |  0.102% | 206    |  0.106% | 
 | 272  | Pelipper           |  0.10208% | 246    |  0.102% | 206    |  0.106% | 
 | 273  | Leavanny           |  0.10084% | 243    |  0.101% | 207    |  0.106% | 
 | 274  | Haunter            |  0.09959% | 240    |  0.100% | 185    |  0.095% | 
 | 275  | Throh              |  0.09710% | 234    |  0.097% | 186    |  0.096% | 
 | 276  | Huntail            |  0.09627% | 232    |  0.096% | 197    |  0.101% | 
 | 277  | Masquerain         |  0.09544% | 230    |  0.095% | 204    |  0.105% | 
 | 278  | Aurorus            |  0.09171% | 221    |  0.092% | 168    |  0.086% | 
 | 279  | Swalot             |  0.09046% | 218    |  0.090% | 190    |  0.098% | 
 | 280  | Regigigas          |  0.08673% | 209    |  0.087% | 146    |  0.075% | 
 | 281  | Beheeyem           |  0.08673% | 209    |  0.087% | 167    |  0.086% | 
 | 282  | Vespiquen          |  0.08299% | 200    |  0.083% | 135    |  0.069% | 
 | 283  | Nosepass           |  0.08216% | 198    |  0.082% | 164    |  0.084% | 
 | 284  | Onix               |  0.08175% | 197    |  0.082% | 176    |  0.091% | 
 | 285  | Vigoroth           |  0.08133% | 196    |  0.081% | 162    |  0.083% | 
 | 286  | Rotom              |  0.07926% | 191    |  0.079% | 171    |  0.088% | 
 | 287  | Relicanth          |  0.07884% | 190    |  0.079% | 162    |  0.083% | 
 | 288  | Kangaskhan         |  0.07760% | 187    |  0.078% | 159    |  0.082% | 
 | 289  | Sudowoodo          |  0.07635% | 184    |  0.076% | 134    |  0.069% | 
 | 290  | Rotom-Frost        |  0.07594% | 183    |  0.076% | 141    |  0.073% | 
 | 291  | Noctowl            |  0.07345% | 177    |  0.073% | 136    |  0.070% | 
 | 292  | Magcargo           |  0.07221% | 174    |  0.072% | 143    |  0.074% | 
 | 293  | Octillery          |  0.07096% | 171    |  0.071% | 147    |  0.076% | 
 | 294  | Bellossom          |  0.06972% | 168    |  0.070% | 133    |  0.068% | 
 | 295  | Furret             |  0.06930% | 167    |  0.069% | 146    |  0.075% | 
 | 296  | Parasect           |  0.06723% | 162    |  0.067% | 143    |  0.074% | 
 | 297  | Hypno              |  0.06723% | 162    |  0.067% | 132    |  0.068% | 
 | 298  | Beartic            |  0.06681% | 161    |  0.067% | 135    |  0.069% | 
 | 299  | Magnemite          |  0.06515% | 157    |  0.065% | 95     |  0.049% | 
 | 300  | Castform           |  0.06349% | 153    |  0.063% | 129    |  0.066% | 
 | 301  | Dunsparce          |  0.05934% | 143    |  0.059% | 123    |  0.063% | 
 | 302  | Spinda             |  0.05893% | 142    |  0.059% | 114    |  0.059% | 
 | 303  | Pikachu-Belle      |  0.05851% | 141    |  0.059% | 92     |  0.047% | 
 | 304  | Simisage           |  0.05810% | 140    |  0.058% | 105    |  0.054% | 
 | 305  | Basculin           |  0.05602% | 135    |  0.056% | 114    |  0.059% | 
 | 306  | Fearow             |  0.05602% | 135    |  0.056% | 110    |  0.057% | 
 | 307  | Meowstic-F         |  0.05602% | 135    |  0.056% | 95     |  0.049% | 
 | 308  | Solrock            |  0.05561% | 134    |  0.056% | 122    |  0.063% | 
 | 309  | Stunfisk           |  0.05478% | 132    |  0.055% | 109    |  0.056% | 
 | 310  | Bibarel            |  0.05436% | 131    |  0.054% | 107    |  0.055% | 
 | 311  | Beautifly          |  0.05395% | 130    |  0.054% | 97     |  0.050% | 
 | 312  | Pachirisu          |  0.05353% | 129    |  0.054% | 107    |  0.055% | 
 | 313  | Delcatty           |  0.05353% | 129    |  0.054% | 112    |  0.058% | 
 | 314  | Golduck            |  0.05312% | 128    |  0.053% | 102    |  0.052% | 
 | 315  | Electabuzz         |  0.04897% | 118    |  0.049% | 91     |  0.047% | 
 | 316  | Farfetch'd         |  0.04897% | 118    |  0.049% | 92     |  0.047% | 
 | 317  | Delibird           |  0.04855% | 117    |  0.049% | 80     |  0.041% | 
 | 318  | Sneasel            |  0.04731% | 114    |  0.047% | 97     |  0.050% | 
 | 319  | Vanilluxe          |  0.04689% | 113    |  0.047% | 91     |  0.047% | 
 | 320  | Unfezant           |  0.04689% | 113    |  0.047% | 84     |  0.043% | 
 | 321  | Aron               |  0.04440% | 107    |  0.044% | 91     |  0.047% | 
