 Total battles: 133297
 Avg. weight/team: 0.564
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 23   | Ditto              |  5.83505% | 12331  |  4.625% | 8615   |  4.429% | 
 | 24   | Ferrothorn         |  5.58906% | 13948  |  5.232% | 11325  |  5.823% | 
 | 25   | Klefki             |  5.30368% | 11081  |  4.157% | 8996   |  4.625% | 
 | 26   | Shaymin-Sky        |  5.20066% | 12786  |  4.796% | 8582   |  4.413% | 
 | 27   | Salamence          |  4.97917% | 13591  |  5.098% | 10008  |  5.146% | 
 | 28   | Arceus-Ghost       |  4.80412% | 10119  |  3.796% | 7160   |  3.681% | 
 | 29   | Deoxys-Defense     |  4.68373% | 12672  |  4.753% | 10553  |  5.426% | 
 | 30   | Kyurem-White       |  4.57230% | 12066  |  4.526% | 7830   |  4.026% | 
 | 31   | Lucario            |  4.13836% | 13964  |  5.238% | 10339  |  5.316% | 
 | 32   | Greninja           |  3.83677% | 13154  |  4.934% | 9838   |  5.058% | 
 | 33   | Scizor             |  3.74183% | 9345   |  3.505% | 6845   |  3.519% | 
 | 34   | Arceus-Fairy       |  3.56960% | 8722   |  3.272% | 6277   |  3.227% | 
 | 35   | Charizard          |  3.50836% | 14957  |  5.610% | 11656  |  5.993% | 
 | 36   | Arceus-Steel       |  3.21447% | 7252   |  2.720% | 5111   |  2.628% | 
 | 37   | Chansey            |  3.08752% | 7360   |  2.761% | 5243   |  2.696% | 
 | 38   | Smeargle           |  3.05650% | 8748   |  3.281% | 7492   |  3.852% | 
 | 39   | Latios             |  3.00994% | 9301   |  3.489% | 6736   |  3.463% | 
 | 40   | Landorus-Therian   |  2.97598% | 6955   |  2.609% | 5584   |  2.871% | 
 | 41   | Scolipede          |  2.91969% | 7085   |  2.658% | 6042   |  3.107% | 
 | 42   | Mawile             |  2.70980% | 7658   |  2.873% | 5643   |  2.901% | 
 | 43   | Garchomp           |  2.56523% | 9306   |  3.491% | 6877   |  3.536% | 
 | 44   | Shuckle            |  2.53479% | 6147   |  2.306% | 5563   |  2.860% | 
 | 45   | Metagross          |  2.52603% | 8883   |  3.332% | 6719   |  3.455% | 
 | 46   | Skarmory           |  2.44623% | 5801   |  2.176% | 4810   |  2.473% | 
 | 47   | Talonflame         |  2.30974% | 7542   |  2.829% | 5462   |  2.808% | 
 | 48   | Reshiram           |  2.30693% | 7262   |  2.724% | 4839   |  2.488% | 
 | 49   | Latias             |  2.28914% | 6099   |  2.288% | 4289   |  2.205% | 
 | 50   | Sableye            |  2.14133% | 5823   |  2.184% | 4761   |  2.448% | 
 | 51   | Dragonite          |  2.12638% | 7787   |  2.921% | 5721   |  2.942% | 
 | 52   | Blissey            |  2.10436% | 5766   |  2.163% | 3966   |  2.039% | 
 | 53   | Gliscor            |  2.06181% | 6900   |  2.588% | 5213   |  2.680% | 
 | 54   | Azumarill          |  1.97497% | 6230   |  2.337% | 4604   |  2.367% | 
 | 55   | Arceus-Ground      |  1.82000% | 3554   |  1.333% | 2724   |  1.401% | 
 | 56   | Forretress         |  1.81750% | 4567   |  1.713% | 3919   |  2.015% | 
 | 57   | Sceptile           |  1.79913% | 7049   |  2.644% | 5194   |  2.671% | 
 | 58   | Swampert           |  1.75460% | 6465   |  2.425% | 5108   |  2.626% | 
 | 59   | Espeon             |  1.75237% | 5021   |  1.883% | 3407   |  1.752% | 
 | 60   | Tyranitar          |  1.71514% | 5825   |  2.185% | 4454   |  2.290% | 
 | 61   | Thundurus          |  1.68442% | 4118   |  1.545% | 3097   |  1.592% | 
 | 62   | Jirachi            |  1.66639% | 4027   |  1.511% | 3019   |  1.552% | 
 | 63   | Excadrill          |  1.56715% | 4693   |  1.760% | 3348   |  1.721% | 
 | 64   | Mew                |  1.55937% | 5754   |  2.158% | 4374   |  2.249% | 
 | 65   | Heatran            |  1.55647% | 4416   |  1.656% | 3395   |  1.746% | 
 | 66   | Sylveon            |  1.45545% | 4645   |  1.742% | 3276   |  1.684% | 
 | 67   | Breloom            |  1.45502% | 4968   |  1.864% | 3582   |  1.842% | 
 | 68   | Arceus-Water       |  1.41762% | 3187   |  1.195% | 2383   |  1.225% | 
 | 69   | Gardevoir          |  1.38038% | 5368   |  2.014% | 3860   |  1.985% | 
 | 70   | Diancie            |  1.35754% | 4201   |  1.576% | 3328   |  1.711% | 
 | 71   | Cloyster           |  1.35009% | 4062   |  1.524% | 3091   |  1.589% | 
 | 72   | Arceus-Rock        |  1.28663% | 2379   |  0.892% | 1753   |  0.901% | 
 | 73   | Kyurem-Black       |  1.28659% | 4712   |  1.767% | 3289   |  1.691% | 
 | 74   | Arceus-Electric    |  1.20115% | 3023   |  1.134% | 2083   |  1.071% | 
 | 75   | Rotom-Wash         |  1.18597% | 3888   |  1.458% | 3007   |  1.546% | 
 | 76   | Wobbuffet          |  1.15929% | 2853   |  1.070% | 2206   |  1.134% | 
 | 77   | Ninjask            |  1.13773% | 4025   |  1.510% | 3446   |  1.772% | 
 | 78   | Venusaur           |  1.08724% | 4250   |  1.594% | 3119   |  1.604% | 
 | 79   | Togekiss           |  1.05785% | 3721   |  1.396% | 2727   |  1.402% | 
 | 80   | Mamoswine          |  1.02323% | 2912   |  1.092% | 2344   |  1.205% | 
 | 81   | Arceus-Poison      |  1.00840% | 2377   |  0.892% | 1561   |  0.803% | 
 | 82   | Gallade            |  0.93385% | 3792   |  1.422% | 2783   |  1.431% | 
 | 83   | Galvantula         |  0.93217% | 2534   |  0.951% | 2295   |  1.180% | 
 | 84   | Drifblim           |  0.92735% | 2859   |  1.072% | 2404   |  1.236% | 
 | 85   | Umbreon            |  0.92090% | 3311   |  1.242% | 2444   |  1.257% | 
 | 86   | Clefable           |  0.91546% | 2878   |  1.080% | 2026   |  1.042% | 
 | 87   | Volcarona          |  0.91183% | 3061   |  1.148% | 2154   |  1.107% | 
 | 88   | Victini            |  0.89028% | 2978   |  1.117% | 2209   |  1.136% | 
 | 89   | Conkeldurr         |  0.87737% | 3066   |  1.150% | 2235   |  1.149% | 
 | 90   | Bisharp            |  0.86109% | 3035   |  1.138% | 2235   |  1.149% | 
 | 91   | Gyarados           |  0.85672% | 3332   |  1.250% | 2581   |  1.327% | 
 | 92   | Blastoise          |  0.83940% | 3799   |  1.425% | 3001   |  1.543% | 
 | 93   | Whimsicott         |  0.81887% | 2168   |  0.813% | 1676   |  0.862% | 
 | 94   | Aggron             |  0.78296% | 3084   |  1.157% | 2425   |  1.247% | 
 | 95   | Slowbro            |  0.78257% | 2545   |  0.955% | 1909   |  0.982% | 
 | 96   | Arceus-Grass       |  0.76293% | 1759   |  0.660% | 1223   |  0.629% | 
 | 97   | Infernape          |  0.76221% | 2952   |  1.107% | 2295   |  1.180% | 
 | 98   | Terrakion          |  0.75969% | 2083   |  0.781% | 1449   |  0.745% | 
 | 99   | Vaporeon           |  0.75536% | 2403   |  0.901% | 1734   |  0.892% | 
 | 100  | Zapdos             |  0.71399% | 2578   |  0.967% | 1783   |  0.917% | 
 | 101  | Uxie               |  0.71339% | 1519   |  0.570% | 1351   |  0.695% | 
 | 102  | Shedinja           |  0.69655% | 2387   |  0.895% | 1757   |  0.903% | 
 | 103  | Alakazam           |  0.68502% | 2822   |  1.059% | 2098   |  1.079% | 
 | 104  | Arceus-Dragon      |  0.67951% | 2207   |  0.828% | 1552   |  0.798% | 
 | 105  | Magnezone          |  0.67802% | 2247   |  0.843% | 1645   |  0.846% | 
 | 106  | Tentacruel         |  0.67095% | 1700   |  0.638% | 1305   |  0.671% | 
 | 107  | Snorlax            |  0.63993% | 2641   |  0.991% | 2023   |  1.040% | 
 | 108  | Arceus-Dark        |  0.63760% | 1781   |  0.668% | 1212   |  0.623% | 
 | 109  | Heracross          |  0.60213% | 2290   |  0.859% | 1636   |  0.841% | 
 | 110  | Weavile            |  0.59846% | 1853   |  0.695% | 1420   |  0.730% | 
 | 111  | Hydreigon          |  0.58572% | 2233   |  0.838% | 1674   |  0.861% | 
 | 112  | Milotic            |  0.58407% | 2124   |  0.797% | 1593   |  0.819% | 
 | 113  | Keldeo             |  0.57446% | 2094   |  0.785% | 1496   |  0.769% | 
 | 114  | Landorus           |  0.56622% | 1408   |  0.528% | 1059   |  0.544% | 
 | 115  | Absol              |  0.56145% | 2198   |  0.824% | 1638   |  0.842% | 
 | 116  | Jolteon            |  0.55997% | 2260   |  0.848% | 1750   |  0.900% | 
 | 117  | Steelix            |  0.54543% | 2075   |  0.778% | 1650   |  0.848% | 
 | 118  | Staraptor          |  0.52288% | 1895   |  0.711% | 1380   |  0.710% | 
 | 119  | Arcanine           |  0.51677% | 1923   |  0.721% | 1450   |  0.746% | 
 | 120  | Chandelure         |  0.50019% | 1735   |  0.651% | 1300   |  0.668% | 
 | 121  | Sharpedo           |  0.49596% | 1834   |  0.688% | 1418   |  0.729% | 
 | 122  | Lopunny            |  0.49252% | 1567   |  0.588% | 1266   |  0.651% | 
 | 123  | Beedrill           |  0.48553% | 1707   |  0.640% | 1279   |  0.658% | 
 | 124  | Manectric          |  0.45115% | 1891   |  0.709% | 1439   |  0.740% | 
 | 125  | Haxorus            |  0.44800% | 1784   |  0.669% | 1270   |  0.653% | 
 | 126  | Deoxys             |  0.44475% | 1409   |  0.529% | 1050   |  0.540% | 
 | 127  | Electivire         |  0.44059% | 1840   |  0.690% | 1391   |  0.715% | 
 | 128  | Goodra             |  0.42488% | 1465   |  0.550% | 1054   |  0.542% | 
 | 129  | Medicham           |  0.42077% | 1479   |  0.555% | 1105   |  0.568% | 
 | 130  | Pidgeot            |  0.42022% | 1680   |  0.630% | 1301   |  0.669% | 
 | 131  | Altaria            |  0.41372% | 1598   |  0.599% | 1204   |  0.619% | 
 | 132  | Gothitelle         |  0.40575% | 1107   |  0.415% | 788    |  0.405% | 
 | 133  | Machamp            |  0.40560% | 1437   |  0.539% | 1043   |  0.536% | 
 | 134  | Crobat             |  0.40314% | 1456   |  0.546% | 1145   |  0.589% | 
 | 135  | Mandibuzz          |  0.38433% | 1086   |  0.407% | 785    |  0.404% | 
 | 136  | Zoroark            |  0.37664% | 1453   |  0.545% | 690    |  0.355% | 
 | 137  | Aerodactyl         |  0.37261% | 1369   |  0.514% | 1056   |  0.543% | 
 | 138  | Arceus-Fire        |  0.36785% | 1072   |  0.402% | 777    |  0.400% | 
 | 139  | Florges            |  0.36031% | 1329   |  0.499% | 862    |  0.443% | 
 | 140  | Gastrodon          |  0.35371% | 892    |  0.335% | 637    |  0.328% | 
 | 141  | Trevenant          |  0.33709% | 1245   |  0.467% | 908    |  0.467% | 
 | 142  | Flygon             |  0.33656% | 1334   |  0.500% | 1030   |  0.530% | 
 | 143  | Thundurus-Therian  |  0.33402% | 1167   |  0.438% | 881    |  0.453% | 
 | 144  | Nidoking           |  0.32775% | 1197   |  0.449% | 915    |  0.470% | 
 | 145  | Kingdra            |  0.32694% | 1221   |  0.458% | 925    |  0.476% | 
 | 146  | Aron               |  0.31894% | 1097   |  0.411% | 805    |  0.414% | 
 | 147  | Donphan            |  0.31258% | 977    |  0.366% | 802    |  0.412% | 
 | 148  | Porygon2           |  0.31231% | 970    |  0.364% | 702    |  0.361% | 
 | 149  | Crawdaunt          |  0.31172% | 1128   |  0.423% | 839    |  0.431% | 
 | 150  | Ampharos           |  0.30331% | 1274   |  0.478% | 992    |  0.510% | 
 | 151  | Darmanitan         |  0.29416% | 1063   |  0.399% | 783    |  0.403% | 
 | 152  | Nosepass           |  0.29363% | 879    |  0.330% | 752    |  0.387% | 
 | 153  | Empoleon           |  0.28810% | 1128   |  0.423% | 881    |  0.453% | 
 | 154  | Porygon-Z          |  0.28724% | 1037   |  0.389% | 755    |  0.388% | 
 | 155  | Hawlucha           |  0.28557% | 1138   |  0.427% | 855    |  0.440% | 
 | 156  | Pinsir             |  0.28232% | 942    |  0.353% | 659    |  0.339% | 
 | 157  | Ludicolo           |  0.28177% | 1035   |  0.388% | 782    |  0.402% | 
 | 158  | Pikachu            |  0.28019% | 1316   |  0.494% | 1033   |  0.531% | 
 | 159  | Noivern            |  0.28011% | 1150   |  0.431% | 904    |  0.465% | 
 | 160  | Chesnaught         |  0.27889% | 1204   |  0.452% | 926    |  0.476% | 
 | 161  | Ambipom            |  0.27701% | 977    |  0.366% | 810    |  0.416% | 
 | 162  | Suicune            |  0.27508% | 982    |  0.368% | 764    |  0.393% | 
 | 163  | Starmie            |  0.27478% | 967    |  0.363% | 689    |  0.354% | 
 | 164  | Celebi             |  0.27444% | 1085   |  0.407% | 778    |  0.400% | 
 | 165  | Xatu               |  0.27367% | 697    |  0.261% | 560    |  0.288% | 
 | 166  | Zygarde            |  0.26986% | 1003   |  0.376% | 749    |  0.385% | 
 | 167  | Arceus-Ice         |  0.26888% | 900    |  0.338% | 610    |  0.314% | 
 | 168  | Cresselia          |  0.26844% | 995    |  0.373% | 694    |  0.357% | 
 | 169  | Liepard            |  0.26304% | 590    |  0.221% | 539    |  0.277% | 
 | 170  | Magnemite          |  0.25930% | 682    |  0.256% | 462    |  0.238% | 
 | 171  | Bronzong           |  0.25889% | 678    |  0.254% | 566    |  0.291% | 
 | 172  | Politoed           |  0.25788% | 896    |  0.336% | 743    |  0.382% | 
 | 173  | Sigilyph           |  0.25628% | 772    |  0.290% | 553    |  0.284% | 
 | 174  | Rattata            |  0.25527% | 997    |  0.374% | 819    |  0.421% | 
 | 175  | Quagsire           |  0.25377% | 811    |  0.304% | 599    |  0.308% | 
 | 176  | Roserade           |  0.25205% | 930    |  0.349% | 676    |  0.348% | 
 | 177  | Regigigas          |  0.25005% | 911    |  0.342% | 678    |  0.349% | 
 | 178  | Typhlosion         |  0.24582% | 1128   |  0.423% | 847    |  0.435% | 
 | 179  | Krookodile         |  0.24444% | 989    |  0.371% | 760    |  0.391% | 
 | 180  | Raikou             |  0.24097% | 938    |  0.352% | 707    |  0.364% | 
 | 181  | Scrafty            |  0.23921% | 943    |  0.354% | 708    |  0.364% | 
 | 182  | Ninetales          |  0.23637% | 1013   |  0.380% | 768    |  0.395% | 
 | 183  | Arceus-Fighting    |  0.23589% | 684    |  0.257% | 469    |  0.241% | 
 | 184  | Glalie             |  0.23327% | 856    |  0.321% | 662    |  0.340% | 
 | 185  | Swellow            |  0.23208% | 927    |  0.348% | 693    |  0.356% | 
 | 186  | Azelf              |  0.23130% | 679    |  0.255% | 599    |  0.308% | 
 | 187  | Raichu             |  0.23035% | 1058   |  0.397% | 801    |  0.412% | 
 | 188  | Slaking            |  0.22730% | 803    |  0.301% | 639    |  0.329% | 
 | 189  | Houndoom           |  0.22317% | 955    |  0.358% | 737    |  0.379% | 
 | 190  | Diggersby          |  0.22285% | 733    |  0.275% | 537    |  0.276% | 
 | 191  | Camerupt           |  0.22086% | 943    |  0.354% | 731    |  0.376% | 
 | 192  | Cinccino           |  0.22057% | 863    |  0.324% | 644    |  0.331% | 
 | 193  | Arceus-Flying      |  0.21645% | 579    |  0.217% | 404    |  0.208% | 
 | 194  | Rhyperior          |  0.21392% | 787    |  0.295% | 609    |  0.313% | 
 | 195  | Dusclops           |  0.21133% | 712    |  0.267% | 530    |  0.273% | 
 | 196  | Lapras             |  0.21127% | 902    |  0.338% | 671    |  0.345% | 
 | 197  | Torterra           |  0.20904% | 945    |  0.354% | 704    |  0.362% | 
 | 198  | Manaphy            |  0.20558% | 660    |  0.248% | 470    |  0.242% | 
 | 199  | Banette            |  0.20480% | 885    |  0.332% | 676    |  0.348% | 
 | 200  | Froslass           |  0.20354% | 803    |  0.301% | 654    |  0.336% | 
 | 201  | Rotom-Heat         |  0.20292% | 699    |  0.262% | 539    |  0.277% | 
 | 202  | Cofagrigus         |  0.20238% | 690    |  0.259% | 549    |  0.282% | 
 | 203  | Registeel          |  0.19988% | 694    |  0.260% | 563    |  0.289% | 
 | 204  | Drapion            |  0.19827% | 790    |  0.296% | 621    |  0.319% | 
 | 205  | Luxray             |  0.19653% | 971    |  0.364% | 769    |  0.395% | 
 | 206  | Articuno           |  0.19535% | 875    |  0.328% | 681    |  0.350% | 
 | 207  | Entei              |  0.19205% | 818    |  0.307% | 610    |  0.314% | 
 | 208  | Toxicroak          |  0.19059% | 692    |  0.260% | 498    |  0.256% | 
 | 209  | Abomasnow          |  0.18674% | 814    |  0.305% | 633    |  0.325% | 
 | 210  | Solrock            |  0.18651% | 344    |  0.129% | 327    |  0.168% | 
 | 211  | Malamar            |  0.18351% | 551    |  0.207% | 403    |  0.207% | 
 | 212  | Honchkrow          |  0.17794% | 716    |  0.269% | 542    |  0.279% | 
 | 213  | Tyrantrum          |  0.17775% | 819    |  0.307% | 643    |  0.331% | 
 | 214  | Mr. Mime           |  0.17468% | 711    |  0.267% | 451    |  0.232% | 
 | 215  | Dusknoir           |  0.17245% | 748    |  0.281% | 608    |  0.313% | 
 | 216  | Feraligatr         |  0.17071% | 717    |  0.269% | 539    |  0.277% | 
 | 217  | Regice             |  0.17060% | 601    |  0.225% | 447    |  0.230% | 
 | 218  | Venomoth           |  0.16972% | 580    |  0.218% | 459    |  0.236% | 
 | 219  | Eelektross         |  0.16935% | 663    |  0.249% | 514    |  0.264% | 
 | 220  | Clawitzer          |  0.16806% | 629    |  0.236% | 499    |  0.257% | 
 | 221  | Cradily            |  0.16806% | 605    |  0.227% | 441    |  0.227% | 
 | 222  | Slurpuff           |  0.16748% | 577    |  0.216% | 391    |  0.201% | 
 | 223  | Delphox            |  0.16721% | 771    |  0.289% | 555    |  0.285% | 
 | 224  | Mienshao           |  0.16631% | 571    |  0.214% | 460    |  0.237% | 
 | 225  | Hippowdon          |  0.16559% | 582    |  0.218% | 484    |  0.249% | 
 | 226  | Golduck            |  0.16263% | 411    |  0.154% | 308    |  0.158% | 
 | 227  | Meloetta           |  0.16244% | 630    |  0.236% | 466    |  0.240% | 
 | 228  | Spiritomb          |  0.16129% | 675    |  0.253% | 545    |  0.280% | 
 | 229  | Tornadus-Therian   |  0.16097% | 602    |  0.226% | 448    |  0.230% | 
 | 230  | Amoonguss          |  0.15738% | 487    |  0.183% | 319    |  0.164% | 
 | 231  | Avalugg            |  0.15642% | 486    |  0.182% | 361    |  0.186% | 
 | 232  | Magikarp           |  0.15535% | 799    |  0.300% | 594    |  0.305% | 
 | 233  | Glaceon            |  0.15494% | 602    |  0.226% | 416    |  0.214% | 
 | 234  | Probopass          |  0.15207% | 435    |  0.163% | 364    |  0.187% | 
 | 235  | Heliolisk          |  0.14766% | 534    |  0.200% | 367    |  0.189% | 
 | 236  | Serperior          |  0.14642% | 667    |  0.250% | 506    |  0.260% | 
 | 237  | Durant             |  0.14617% | 502    |  0.188% | 420    |  0.216% | 
 | 238  | Regirock           |  0.14585% | 505    |  0.189% | 377    |  0.194% | 
 | 239  | Dragalge           |  0.14343% | 661    |  0.248% | 478    |  0.246% | 
 | 240  | Samurott           |  0.14287% | 663    |  0.249% | 519    |  0.267% | 
 | 241  | Exploud            |  0.14185% | 514    |  0.193% | 406    |  0.209% | 
 | 242  | Jellicent          |  0.14100% | 523    |  0.196% | 406    |  0.209% | 
 | 243  | Dugtrio            |  0.14023% | 492    |  0.185% | 395    |  0.203% | 
 | 244  | Cottonee           |  0.13609% | 310    |  0.116% | 228    |  0.117% | 
 | 245  | Audino             |  0.13521% | 487    |  0.183% | 378    |  0.194% | 
 | 246  | Weezing            |  0.13459% | 472    |  0.177% | 353    |  0.181% | 
 | 247  | Hitmonlee          |  0.13342% | 472    |  0.177% | 354    |  0.182% | 
 | 248  | Vivillon           |  0.13220% | 461    |  0.173% | 360    |  0.185% | 
 | 249  | Mismagius          |  0.12996% | 502    |  0.188% | 377    |  0.194% | 
 | 250  | Yanmega            |  0.12760% | 468    |  0.176% | 331    |  0.170% | 
 | 251  | Leafeon            |  0.12638% | 667    |  0.250% | 475    |  0.244% | 
 | 252  | Mightyena          |  0.12291% | 548    |  0.206% | 435    |  0.224% | 
 | 253  | Accelgor           |  0.12136% | 378    |  0.142% | 333    |  0.171% | 
 | 254  | Pineco             |  0.12070% | 335    |  0.126% | 294    |  0.151% | 
 | 255  | Moltres            |  0.12016% | 538    |  0.202% | 400    |  0.206% | 
 | 256  | Magmortar          |  0.11961% | 529    |  0.198% | 388    |  0.199% | 
 | 257  | Braviary           |  0.11874% | 523    |  0.196% | 386    |  0.198% | 
 | 258  | Volbeat            |  0.11770% | 574    |  0.215% | 471    |  0.242% | 
 | 259  | Reuniclus          |  0.11710% | 423    |  0.159% | 307    |  0.158% | 
 | 260  | Muk                |  0.11608% | 415    |  0.156% | 322    |  0.166% | 
 | 261  | Gorebyss           |  0.11494% | 452    |  0.170% | 351    |  0.180% | 
 | 262  | Carracosta         |  0.11360% | 567    |  0.213% | 421    |  0.216% | 
 | 263  | Zangoose           |  0.10900% | 410    |  0.154% | 296    |  0.152% | 
 | 264  | Emboar             |  0.10870% | 579    |  0.217% | 456    |  0.234% | 
 | 265  | Golurk             |  0.10847% | 440    |  0.165% | 351    |  0.180% | 
 | 266  | Slowking           |  0.10655% | 412    |  0.155% | 317    |  0.163% | 
 | 267  | Flareon            |  0.10579% | 546    |  0.205% | 412    |  0.212% | 
 | 268  | Kabutops           |  0.10449% | 421    |  0.158% | 305    |  0.157% | 
 | 269  | Golem              |  0.10222% | 541    |  0.203% | 437    |  0.225% | 
 | 270  | Walrein            |  0.10146% | 389    |  0.146% | 286    |  0.147% | 
 | 271  | Linoone            |  0.10128% | 362    |  0.136% | 273    |  0.140% | 
 | 272  | Tropius            |  0.10087% | 356    |  0.134% | 266    |  0.137% | 
 | 273  | Meowstic           |  0.10029% | 348    |  0.131% | 312    |  0.160% | 
 | 274  | Miltank            |  0.09573% | 347    |  0.130% | 272    |  0.140% | 
 | 275  | Jynx               |  0.09533% | 279    |  0.105% | 222    |  0.114% | 
 | 276  | Rampardos          |  0.09430% | 380    |  0.143% | 279    |  0.143% | 
 | 277  | Kyurem             |  0.09326% | 438    |  0.164% | 317    |  0.163% | 
 | 278  | Gigalith           |  0.09279% | 353    |  0.132% | 313    |  0.161% | 
 | 279  | Wailord            |  0.08780% | 381    |  0.143% | 304    |  0.156% | 
 | 280  | Archeops           |  0.08676% | 423    |  0.159% | 270    |  0.139% | 
 | 281  | Armaldo            |  0.08629% | 319    |  0.120% | 245    |  0.126% | 
 | 282  | Tornadus           |  0.08616% | 247    |  0.093% | 200    |  0.103% | 
 | 283  | Lanturn            |  0.08587% | 345    |  0.129% | 264    |  0.136% | 
 | 284  | Arceus-Psychic     |  0.08428% | 330    |  0.124% | 227    |  0.117% | 
 | 285  | Claydol            |  0.08127% | 333    |  0.125% | 265    |  0.136% | 
 | 286  | Pyroar             |  0.08125% | 394    |  0.148% | 311    |  0.160% | 
 | 287  | Barbaracle         |  0.07909% | 300    |  0.113% | 237    |  0.122% | 
 | 288  | Taillow            |  0.07787% | 296    |  0.111% | 201    |  0.103% | 
 | 289  | Omastar            |  0.07688% | 297    |  0.111% | 236    |  0.121% | 
 | 290  | Electrode          |  0.07658% | 280    |  0.105% | 227    |  0.117% | 
 | 291  | Exeggutor          |  0.07647% | 293    |  0.110% | 220    |  0.113% | 
 | 292  | Shiftry            |  0.07567% | 331    |  0.124% | 267    |  0.137% | 
 | 293  | Meganium           |  0.07325% | 310    |  0.116% | 256    |  0.132% | 
 | 294  | Virizion           |  0.07227% | 330    |  0.124% | 236    |  0.121% | 
 | 295  | Hitmonchan         |  0.07138% | 300    |  0.113% | 215    |  0.111% | 
 | 296  | Lickilicky         |  0.07119% | 275    |  0.103% | 220    |  0.113% | 
 | 297  | Cobalion           |  0.07081% | 343    |  0.129% | 253    |  0.130% | 
 | 298  | Tangrowth          |  0.07030% | 279    |  0.105% | 211    |  0.108% | 
 | 299  | Gourgeist-Super    |  0.07019% | 241    |  0.090% | 189    |  0.097% | 
 | 300  | Carbink            |  0.06896% | 243    |  0.091% | 211    |  0.108% | 
 | 301  | Swoobat            |  0.06762% | 248    |  0.093% | 188    |  0.097% | 
 | 302  | Kecleon            |  0.06718% | 283    |  0.106% | 216    |  0.111% | 
 | 303  | Leavanny           |  0.06642% | 235    |  0.088% | 198    |  0.102% | 
 | 304  | Nidoqueen          |  0.06436% | 231    |  0.087% | 172    |  0.088% | 
 | 305  | Scyther            |  0.06363% | 252    |  0.095% | 188    |  0.097% | 
 | 306  | Lilligant          |  0.06301% | 245    |  0.092% | 163    |  0.084% | 
 | 307  | Marowak            |  0.06247% | 256    |  0.096% | 212    |  0.109% | 
 | 308  | Pangoro            |  0.06237% | 285    |  0.107% | 213    |  0.110% | 
 | 309  | Klinklang          |  0.06228% | 233    |  0.087% | 185    |  0.095% | 
 | 310  | Torkoal            |  0.06224% | 254    |  0.095% | 222    |  0.114% | 
 | 311  | Escavalier         |  0.06100% | 249    |  0.093% | 179    |  0.092% | 
 | 312  | Golbat             |  0.06059% | 154    |  0.058% | 115    |  0.059% | 
 | 313  | Murkrow            |  0.06035% | 220    |  0.083% | 163    |  0.084% | 
 | 314  | Hariyama           |  0.05948% | 240    |  0.090% | 190    |  0.098% | 
 | 315  | Shaymin            |  0.05852% | 238    |  0.089% | 155    |  0.080% | 
 | 316  | Arceus-Bug         |  0.05819% | 218    |  0.082% | 156    |  0.080% | 
 | 317  | Rhydon             |  0.05814% | 229    |  0.086% | 185    |  0.095% | 
 | 318  | Bastiodon          |  0.05503% | 252    |  0.095% | 213    |  0.110% | 
 | 319  | Chatot             |  0.05489% | 178    |  0.067% | 150    |  0.077% | 
 | 320  | Dodrio             |  0.05445% | 178    |  0.067% | 133    |  0.068% | 
